# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_1_3615329_3615578	Gene_FGRRES_15827	FGRRES_15827		0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3618347_3618421	Gene_FGRRES_01094	FGRRES_01094		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3620024_3620125	Gene_FGRRES_01095	FGRRES_01095		0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3622996_3623392	Gene_FGRRES_01096	FGRRES_01096		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	1	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_3624693_3625607	Gene_FGRRES_01097	FGRRES_01097		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3626829_3626981	Gene_FGRRES_01098	FGRRES_01098		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_362771_362960	Gene_FGRRES_00101	FGRRES_00101		0	1	1	8	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	500	2	0	236	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3629591_3629653	Gene_FGRRES_01099	FGRRES_01099		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3634284_3634471	Gene_FGRRES_01100	FGRRES_01100		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_364211_365113	Gene_FGRRES_00102	FGRRES_00102		0	6	3	8	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	1	0	500	9	0	903	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_1_3647474_3647494	Gene_FGRRES_01105	FGRRES_01105		0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3649240_3649740	Gene_FGRRES_01106	FGRRES_01106		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3653607_3653700	Gene_FGRRES_01107	FGRRES_01107		0	1	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	500	2	0	2396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3656261_3656520	Gene_FGRRES_01108	FGRRES_01108		0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	4	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3659778_3660589	Gene_FGRRES_01109	FGRRES_01109		0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	1	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_366459_368513	Gene_FGRRES_00103	FGRRES_00103		0	8	8	8	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	2	0	500	16	0	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_1_3664607_3665662	Gene_FGRRES_11902	FGRRES_11902		1	2	3	2	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	6	0	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3674139_3675041	Gene_FGRRES_15828	FGRRES_15828		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3678815_3679435	Gene_FGRRES_11905_M	FGRRES_11905_M		0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3688484_3688577	Gene_FGRRES_01118	FGRRES_01118		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_368908_369130	Gene_FGRRES_00104_M	FGRRES_00104_M		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_1_3689559_3689879	Gene_FGRRES_01119	FGRRES_01119		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3696309_3696369	Gene_FGRRES_01121	FGRRES_01121		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3702685_3703307	Gene_FGRRES_01126	FGRRES_01126		1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	500	1	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3705414_3705757	Gene_FGRRES_01127_M	FGRRES_01127_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3708286_3710099	Gene_FGRRES_01128	FGRRES_01128		0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3710897_3710963	Gene_FGRRES_01129	FGRRES_01129		0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	2	0	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3711966_3713093	Gene_FGRRES_01130	FGRRES_01130		0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_3713852_3713882	Gene_FGRRES_01131	FGRRES_01131		0	1	1	7	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	500	2	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_3714841_3716586	Gene_FGRRES_01132	FGRRES_01132		0	5	2	5	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	500	7	0	1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_371708_371779	Gene_FGRRES_00105_M	FGRRES_00105_M		0	21	3	15	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	0	0	0	24	0	886	4	0	340	0	0	0	0	0	0	0	0	0	0	0	0	11	0	500
Exon_1_3717551_3718306	Gene_FGRRES_01133	FGRRES_01133		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3719998_3720476	Gene_FGRRES_01134	FGRRES_01134		0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	479	2	0	83	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_3722366_3723130	Gene_FGRRES_01135	FGRRES_01135		0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	2	0	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_3723482_3724105	Gene_FGRRES_01136	FGRRES_01136		0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_3724546_3725349	Gene_FGRRES_01137	FGRRES_01137		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3729868_3730428	Gene_FGRRES_01139	FGRRES_01139		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3732900_3734393	Gene_FGRRES_01141	FGRRES_01141		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3736284_3737144	Gene_FGRRES_01142	FGRRES_01142		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_3740677_3740894	Gene_FGRRES_11906	FGRRES_11906		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	2	0	500
Exon_1_3741354_3741434	Gene_FGRRES_01143	FGRRES_01143		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3744652_3744687	Gene_FGRRES_01144	FGRRES_01144		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	2441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_375176_376078	Gene_FGRRES_11676	FGRRES_11676		0	4	3	20	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	6	0	500	7	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	500
Exon_1_3752122_3752165	Gene_FGRRES_01146	FGRRES_01146		0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_3755344_3755403	Gene_FGRRES_15829	FGRRES_15829		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3757352_3757517	Gene_FGRRES_01148	FGRRES_01148		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3758475_3758670	Gene_FGRRES_20026	FGRRES_20026		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3762353_3764334	Gene_FGRRES_01150	FGRRES_01150		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3765472_3765603	Gene_FGRRES_15116_M	FGRRES_15116_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3767314_3768636	Gene_FGRRES_01151	FGRRES_01151		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3769297_3769912	Gene_FGRRES_01152	FGRRES_01152		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_376944_379199	Gene_FGRRES_11677	FGRRES_11677		0	3	8	8	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	500	11	0	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_3772440_3773550	Gene_FGRRES_01153	FGRRES_01153		0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3774621_3774674	Gene_FGRRES_01154	FGRRES_01154		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3776233_3776449	Gene_FGRRES_01155	FGRRES_01155		0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3777611_3778437	Gene_FGRRES_01156_M	FGRRES_01156_M		0	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	3	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3781660_3782471	Gene_FGRRES_01157	FGRRES_01157		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3783428_3784072	Gene_FGRRES_01158	FGRRES_01158		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3793854_3793898	Gene_FGRRES_20027	FGRRES_20027		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_379575_379625	Gene_FGRRES_11678	FGRRES_11678		1	1	4	7	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	343	5	0	31	0	0	0	1	0	2	1	0	6	0	0	0	2	0	500
Exon_1_3797767_3798454	Gene_FGRRES_01160	FGRRES_01160		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3798980_3799162	Gene_FGRRES_01161	FGRRES_01161		0	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	4	0	1482	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3805311_3805723	Gene_FGRRES_01162	FGRRES_01162		0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	1	0	500
Exon_1_3811809_3812096	Gene_FGRRES_11907_M	FGRRES_11907_M		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_381282_382594	Gene_FGRRES_00107	FGRRES_00107		0	3	1	8	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	500	3	0	346	1	0	53	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_3815028_3815284	Gene_FGRRES_01163	FGRRES_01163		0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3819574_3821866	Gene_FGRRES_01165_M	FGRRES_01165_M		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3826306_3827015	Gene_FGRRES_01166	FGRRES_01166		0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_3830854_3833004	Gene_FGRRES_01167	FGRRES_01167		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_383200_383456	Gene_FGRRES_00108	FGRRES_00108		0	5	1	9	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	7	0	500	4	0	423	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	2	0	500
Exon_1_3833369_3834264	Gene_FGRRES_15830	FGRRES_15830		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3835360_3836607	Gene_FGRRES_01169	FGRRES_01169		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3837727_3838023	Gene_FGRRES_15117	FGRRES_15117		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3840807_3841142	Gene_FGRRES_11908	FGRRES_11908		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_3841596_3841901	Gene_FGRRES_11909	FGRRES_11909		0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3842442_3843374	Gene_FGRRES_01171	FGRRES_01171		0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	500	2	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_3843951_3844150	Gene_FGRRES_01172	FGRRES_01172		0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3846554_3846885	Gene_FGRRES_15831	FGRRES_15831		1	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	3	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_385533_385613	Gene_FGRRES_00109	FGRRES_00109		0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_3856294_3858042	Gene_FGRRES_01174	FGRRES_01174		0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	500	4	0	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_3858767_3858780	Gene_FGRRES_01175_M	FGRRES_01175_M		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
