# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_disruptive_inframe_insertion+splice_region_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_initiator_codon_variant+non_canonical_start_codon	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+disruptive_inframe_deletion+splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_deletion	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_deletion	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_1_7582357_7583565	Gene_FGRRES_02348_M	FGRRES_02348_M		0	66	44	115	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	62	53	0	500	110	0	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	500
Exon_1_7584838_7585001	Gene_FGRRES_15971_12118_M	FGRRES_15971_12118_M		17	602	212	67	0	0	0	0	57	14	0	0	0	0	0	0	0	0	0	0	0	2	212	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	600	8	57	0	500	829	0	2646	2	0	33	0	0	0	0	0	0	2	0	6	0	0	0	8	0	500
Exon_1_7596712_7597809	Gene_FGRRES_02349	FGRRES_02349		5	40	52	52	0	0	0	0	38	1	0	0	0	0	0	0	1	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	40	14	38	0	500	97	0	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	500
Exon_1_7598115_7598474	Gene_FGRRES_15972	FGRRES_15972		0	9	3	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	15	0	500	12	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7600546_7601409	Gene_FGRRES_02351	FGRRES_02351		0	7	2	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	1	0	500	9	0	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_7602735_7602828	Gene_FGRRES_15141	FGRRES_15141		0	2	0	27	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	10	0	500	1	0	137	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	17	0	500
Exon_1_7603996_7605486	Gene_FGRRES_02352	FGRRES_02352		0	9	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	500	9	0	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7605636_7606096	Gene_FGRRES_02353	FGRRES_02353		0	4	5	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	3	0	500	9	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_1_7607626_7607944	Gene_FGRRES_02354	FGRRES_02354		0	1	1	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	500	2	0	77	2	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_7609823_7610448	Gene_FGRRES_02355	FGRRES_02355		0	3	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	0	500	3	0	212	1	0	60	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_1_7612454_7612548	Gene_FGRRES_12119	FGRRES_12119		0	19	2	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	9	0	500	17	0	96	6	0	65	0	0	0	0	0	0	4	0	6	0	0	0	5	0	500
Exon_1_7613961_7613996	Gene_FGRRES_12120	FGRRES_12120		0	8	3	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	9	8	0	500	10	0	636	1	0	50	0	0	0	0	0	0	1	0	369	0	0	0	9	0	500
Exon_1_7615833_7616255	Gene_FGRRES_15973	FGRRES_15973		0	11	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	8	0	500	11	0	126	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_761678_761928	Gene_FGRRES_11727_M	FGRRES_11727_M		0	1	1	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	500	1	0	115	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_7619696_7619921	Gene_FGRRES_02358	FGRRES_02358		0	12	1	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	500	8	0	1037	13	0	53	0	0	0	0	0	0	5	0	6	0	0	0	1	0	500
Exon_1_7622024_7622761	Gene_FGRRES_02359	FGRRES_02359		0	3	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	500	3	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_762222_763553	Gene_FGRRES_00242_M	FGRRES_00242_M		0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7623120_7623669	Gene_FGRRES_02360	FGRRES_02360		0	32	4	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	3	0	500	35	0	575	7	0	47	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_7625902_7626124	Gene_FGRRES_02361_M	FGRRES_02361_M		0	8	8	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	8	1	0	500	15	0	491	1	0	44	0	0	0	0	0	0	1	0	486	0	0	0	8	0	500
Exon_1_7627832_7627899	Gene_FGRRES_15974	FGRRES_15974		0	3	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	10	0	298	2	0	58	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_1_7629433_7629873	Gene_FGRRES_02363	FGRRES_02363		0	4	1	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	4	0	500	5	0	825	1	0	85	0	0	0	0	0	0	0	0	0	0	0	0	10	0	500
Exon_1_7632712_7632903	Gene_FGRRES_02364	FGRRES_02364		0	4	2	57	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	53	0	500	6	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7633890_7635634	Gene_FGRRES_02365_M	FGRRES_02365_M		1	52	38	46	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	25	38	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	49	4	17	0	500	88	0	149	25	0	217	0	0	0	0	0	0	3	0	6	0	0	0	4	0	500
Exon_1_7638387_7639019	Gene_FGRRES_12121	FGRRES_12121		0	2	3	44	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	32	0	500	5	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_1_7639331_7639441	Gene_FGRRES_02366	FGRRES_02366		1	30	11	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	28	17	4	0	500	39	0	1488	6	0	57	0	0	0	0	0	0	2	0	6	1	0	111	17	0	500
Exon_1_7642363_7643391	Gene_FGRRES_02367	FGRRES_02367		0	9	5	69	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	62	4	0	500	14	0	159	3	0	102	0	0	0	0	0	0	0	0	0	0	0	0	62	0	500
Exon_1_7645120_7647138	Gene_FGRRES_02368	FGRRES_02368		0	124	23	104	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	51	53	0	500	147	0	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	500
Exon_1_7647496_7647623	Gene_FGRRES_02369	FGRRES_02369		2	23	14	105	0	0	0	0	52	2	0	0	0	0	0	0	0	0	0	0	0	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	52	52	0	500	39	0	298	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	52	0	500
Exon_1_7648505_7648606	Gene_FGRRES_02370	FGRRES_02370		0	43	26	71	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	26	25	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	39	4	41	0	500	65	0	519	26	0	59	0	0	0	0	0	0	4	0	6	0	0	0	4	0	500
Exon_1_764860_765477	Gene_FGRRES_11728	FGRRES_11728		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7650515_7650740	Gene_FGRRES_02371_2_M	FGRRES_02371_2_M		2	3	8	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	3	0	500	10	0	350	2	0	51	1	0	2	1	0	2	1	0	350	0	0	0	3	0	500
Exon_1_7653267_7653389	Gene_FGRRES_02372	FGRRES_02372		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7655104_7655304	Gene_FGRRES_02373	FGRRES_02373		0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	500	1	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7657590_7657697	Gene_FGRRES_15975	FGRRES_15975		0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7660217_7660867	Gene_FGRRES_02375_M	FGRRES_02375_M		0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_7661176_7661477	Gene_FGRRES_15976	FGRRES_15976		0	2	1	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	8	0	500	3	0	302	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_7662887_7663536	Gene_FGRRES_02377	FGRRES_02377		0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	500	0	0	0	3	0	52	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7664554_7664597	Gene_FGRRES_02378	FGRRES_02378		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7665319_7665472	Gene_FGRRES_02379	FGRRES_02379		0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	3	0	501	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_7668106_7668324	Gene_FGRRES_02380_M	FGRRES_02380_M		1	0	1	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500	1	0	130	2	0	194	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7669210_7669791	Gene_FGRRES_02381	FGRRES_02381		0	5	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	8	0	500	5	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_1_7674325_7674610	Gene_FGRRES_02382	FGRRES_02382		0	13	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4	0	500	13	0	1080	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7676574_7676962	Gene_FGRRES_02383	FGRRES_02383		0	3	2	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	6	0	500	5	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_1_7677830_7678469	Gene_FGRRES_02384	FGRRES_02384		0	5	7	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	0	500	12	0	325	2	0	53	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_7679809_7680046	Gene_FGRRES_02385	FGRRES_02385		0	1	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	500	1	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7680837_7681601	Gene_FGRRES_02386	FGRRES_02386		0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	500	3	0	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7683410_7684204	Gene_FGRRES_02387	FGRRES_02387		0	7	2	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	0	500	8	0	327	2	0	51	0	0	0	0	0	0	1	0	6	0	0	0	3	0	500
Exon_1_7686886_7686964	Gene_FGRRES_15977	FGRRES_15977		0	5	3	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	10	2	0	500	5	0	300	13	0	66	0	0	0	0	0	0	3	0	6	0	0	0	10	0	500
Exon_1_7688735_7689445	Gene_FGRRES_12123	FGRRES_12123		0	0	2	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	500	2	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7689976_7690023	Gene_FGRRES_02389_M	FGRRES_02389_M		1	2	4	22	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	14	0	500	6	0	332	7	0	434	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_7693524_7693799	Gene_FGRRES_15142	FGRRES_15142		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7695038_7695935	Gene_FGRRES_02390	FGRRES_02390		0	1	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	500	4	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_769559_769685	Gene_FGRRES_00243	FGRRES_00243		0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	2	0	611	0	0	0	0	0	0
Exon_1_7698518_7699561	Gene_FGRRES_15978	FGRRES_15978		0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7699601_7700946	Gene_FGRRES_02392	FGRRES_02392		0	13	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	1	0	500	13	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_7701679_7705431	Gene_FGRRES_02393	FGRRES_02393		0	10	12	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	7	0	500	22	0	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7705970_7712947	Gene_FGRRES_02394	FGRRES_02394		0	76	35	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	8	3	0	500	111	0	6978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_1_7713643_7713776	Gene_FGRRES_12124_15979_M	FGRRES_12124_15979_M		0	8	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	2	0	500	8	0	260	5	0	780	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7717122_7720886	Gene_FGRRES_15980_M	FGRRES_15980_M		1	25	15	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	1	0	500	39	0	296	1	0	55	1	0	2	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_7724486_7724603	Gene_FGRRES_17745	FGRRES_17745		0	10	7	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	0	500	17	0	2035	2	0	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_772596_772856	Gene_FGRRES_11729	FGRRES_11729		0	0	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	1	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7732431_7732687	Gene_FGRRES_15982	FGRRES_15982		0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	6	0	699	1	0	62	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_7734507_7735402	Gene_FGRRES_02398	FGRRES_02398		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7737323_7737418	Gene_FGRRES_15983	FGRRES_15983		0	1	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	0	500	2	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_1_7738952_7741521	Gene_FGRRES_02400	FGRRES_02400		0	13	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	500	14	0	1203	1	0	108	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_774611_775117	Gene_FGRRES_11730	FGRRES_11730		0	2	4	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	500	6	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7746732_7747040	Gene_FGRRES_12128	FGRRES_12128		1	3	14	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	9	0	500	18	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_7748564_7748587	Gene_FGRRES_02401_M	FGRRES_02401_M		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_7750692_7750988	Gene_FGRRES_12129	FGRRES_12129		0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	4	0	1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_775309_775860	Gene_FGRRES_11731	FGRRES_11731		0	1	3	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	4	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_7753993_7754666	Gene_FGRRES_15984	FGRRES_15984		0	1	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	500	1	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_7758194_7758559	Gene_FGRRES_02403	FGRRES_02403		0	2	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	0	500	2	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
