# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_initiator_codon_variant+non_canonical_start_codon	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_start_lost+inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_1_4580369_4580781	Gene_FGRRES_01383	FGRRES_01383		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4584217_4584244	Gene_FGRRES_01385	FGRRES_01385		0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	1	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4586419_4587429	Gene_FGRRES_01386	FGRRES_01386		0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_459090_459217	Gene_FGRRES_00139	FGRRES_00139		0	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	7	0	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_4600628_4600794	Gene_FGRRES_01391	FGRRES_01391		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4607390_4609114	Gene_FGRRES_01393	FGRRES_01393		0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_461272_464460	Gene_FGRRES_00140	FGRRES_00140		0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	7	0	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4615237_4615377	Gene_FGRRES_01397	FGRRES_01397		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	399	2	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4617630_4617733	Gene_FGRRES_01398	FGRRES_01398		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_4619131_4620720	Gene_FGRRES_01399	FGRRES_01399		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4628755_4629105	Gene_FGRRES_11943	FGRRES_11943		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4629694_4629847	Gene_FGRRES_15846	FGRRES_15846		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	1	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4631589_4631635	Gene_FGRRES_15125	FGRRES_15125		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4639817_4640571	Gene_FGRRES_01407	FGRRES_01407		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4649869_4650051	Gene_FGRRES_01409	FGRRES_01409		0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_4658093_4658130	Gene_FGRRES_01412	FGRRES_01412		0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4673481_4673928	Gene_FGRRES_01415	FGRRES_01415		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4674669_4674700	Gene_FGRRES_11946	FGRRES_11946		0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	5	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4679299_4679454	Gene_FGRRES_01417	FGRRES_01417		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_46799_47347	Gene_FGRRES_11605	FGRRES_11605		1	0	3	8	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	500	4	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_4681755_4681782	Gene_FGRRES_11948	FGRRES_11948		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4682551_4682945	Gene_FGRRES_01418	FGRRES_01418		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4688956_4689177	Gene_FGRRES_01420	FGRRES_01420		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4696236_4697278	Gene_FGRRES_01422	FGRRES_01422		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4701611_4701730	Gene_FGRRES_01424	FGRRES_01424		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_470199_470522	Gene_FGRRES_11682	FGRRES_11682		0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	2	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_4710394_4710782	Gene_FGRRES_11950	FGRRES_11950		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	344	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_4712939_4713292	Gene_FGRRES_11951	FGRRES_11951		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_471447_471845	Gene_FGRRES_00141	FGRRES_00141		0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	2	0	141	1	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_472723_472905	Gene_FGRRES_15695	FGRRES_15695		0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	2	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_4730565_4731943	Gene_FGRRES_01428	FGRRES_01428		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4734155_4734475	Gene_FGRRES_01429	FGRRES_01429		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4738214_4739326	Gene_FGRRES_01430	FGRRES_01430		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4746673_4746747	Gene_FGRRES_01432	FGRRES_01432		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4751186_4751321	Gene_FGRRES_01433	FGRRES_01433		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_476210_476484	Gene_FGRRES_15696	FGRRES_15696		0	2	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	3	0	192	2	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4764231_4764266	Gene_FGRRES_01434	FGRRES_01434		0	0	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	2	0	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_4765824_4766030	Gene_FGRRES_01435_M	FGRRES_01435_M		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4770085_4770538	Gene_FGRRES_01438	FGRRES_01438		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4786462_4786612	Gene_FGRRES_11955	FGRRES_11955		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_4789595_4791034	Gene_FGRRES_11956	FGRRES_11956		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4792195_4792365	Gene_FGRRES_01442	FGRRES_01442		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4802121_4802600	Gene_FGRRES_01443	FGRRES_01443		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	163	1	0	135	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4804300_4805335	Gene_FGRRES_01444	FGRRES_01444		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_480699_480804	Gene_FGRRES_00144	FGRRES_00144		1	5	6	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	2	0	500	10	0	271	0	0	0	0	0	0	1	0	2	1	0	764	0	0	0	3	0	500
Exon_1_4811518_4811548	Gene_FGRRES_01445	FGRRES_01445		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4815151_4815221	Gene_FGRRES_01446	FGRRES_01446		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4817058_4817120	Gene_FGRRES_01447	FGRRES_01447		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_4820397_4820514	Gene_FGRRES_01449	FGRRES_01449		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4824906_4825673	Gene_FGRRES_01450	FGRRES_01450		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4826027_4826041	Gene_FGRRES_01451	FGRRES_01451		0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4830752_4831222	Gene_FGRRES_01453	FGRRES_01453		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4839004_4839112	Gene_FGRRES_01455_M	FGRRES_01455_M		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4840057_4840476	Gene_FGRRES_11957	FGRRES_11957		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4857171_4857980	Gene_FGRRES_01462	FGRRES_01462		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_486371_487400	Gene_FGRRES_00145	FGRRES_00145		0	0	1	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	500	1	0	1030	4	0	193	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_4866242_4866423	Gene_FGRRES_01467	FGRRES_01467		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4867549_4868877	Gene_FGRRES_01468	FGRRES_01468		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4872083_4873369	Gene_FGRRES_01470	FGRRES_01470		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4874876_4874980	Gene_FGRRES_11959	FGRRES_11959		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_488100_490307	Gene_FGRRES_11683	FGRRES_11683		0	7	4	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	2	0	500	11	0	2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_4897385_4898278	Gene_FGRRES_11961	FGRRES_11961		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4906502_4906671	Gene_FGRRES_15128	FGRRES_15128		1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_490660_491625	Gene_FGRRES_11684	FGRRES_11684		0	0	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	500	3	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_4912302_4912847	Gene_FGRRES_01479	FGRRES_01479		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4917163_4918521	Gene_FGRRES_01480	FGRRES_01480		0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_491732_492953	Gene_FGRRES_00147	FGRRES_00147		0	8	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	500	11	0	102	1	0	53	0	0	0	0	0	0	2	0	6	0	0	0	2	0	500
Exon_1_4919470_4919712	Gene_FGRRES_01481	FGRRES_01481		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_4932103_4932193	Gene_FGRRES_01484	FGRRES_01484		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4934693_4934950	Gene_FGRRES_01485	FGRRES_01485		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_4939123_4939696	Gene_FGRRES_01488	FGRRES_01488		0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_494640_494863	Gene_FGRRES_00148	FGRRES_00148		0	1	2	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	500	3	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_4948310_4948417	Gene_FGRRES_01492	FGRRES_01492		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_4961560_4961944	Gene_FGRRES_01497	FGRRES_01497		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_496815_496967	Gene_FGRRES_11685	FGRRES_11685		0	1	3	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	500	4	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_4973019_4973186	Gene_FGRRES_01500	FGRRES_01500		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	168	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Exon_1_4975712_4979096	Gene_FGRRES_15855_M	FGRRES_15855_M		0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_497727_497848	Gene_FGRRES_11686	FGRRES_11686		0	3	4	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	500	6	0	855	4	0	299	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
