# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_1_5692809_5695400	Gene_FGRRES_11998_M	FGRRES_11998_M		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_1_5696893_5697975	Gene_FGRRES_11999	FGRRES_11999		0	3	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	2	0	153	2	0	64	0	0	0	0	0	0	1	0	6	0	0	0	2	0	500
Exon_1_5698992_5699330	Gene_FGRRES_12000	FGRRES_12000		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_5704156_5704716	Gene_FGRRES_01724	FGRRES_01724		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_5713329_5714553	Gene_FGRRES_01727	FGRRES_01727		0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5718492_5719502	Gene_FGRRES_01729	FGRRES_01729		0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	8	0	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5719807_5720612	Gene_FGRRES_01730	FGRRES_01730		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5721563_5723671	Gene_FGRRES_01731	FGRRES_01731		0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_572983_573388	Gene_FGRRES_00176	FGRRES_00176		0	7	1	2	0	2	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	7	0	1394	2	0	55	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_5732130_5734240	Gene_FGRRES_15880	FGRRES_15880		0	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0	500	5	0	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_5736942_5737243	Gene_FGRRES_01734_M	FGRRES_01734_M		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5739152_5739299	Gene_FGRRES_01735_M	FGRRES_01735_M		0	7	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	853	2	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_575047_575697	Gene_FGRRES_00177	FGRRES_00177		0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	142	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_5752392_5752668	Gene_FGRRES_01738_M	FGRRES_01738_M		0	8	0	14	7	4	0	0	0	0	1	0	1	0	0	0	0	6	3	7	0	500	6	0	155	4	0	55	0	0	0	0	0	0	2	0	155	0	0	0	3	0	500
Exon_1_5765156_5765572	Gene_FGRRES_01742	FGRRES_01742		0	9	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	500	9	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5766600_5767061	Gene_FGRRES_01743	FGRRES_01743		0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5770178_5770411	Gene_FGRRES_01744	FGRRES_01744		0	1	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	500	1	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5774684_5774998	Gene_FGRRES_01745	FGRRES_01745		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_577594_578020	Gene_FGRRES_11697	FGRRES_11697		0	0	1	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	1	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5776455_5776640	Gene_FGRRES_01746	FGRRES_01746		0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	1	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_5792867_5793054	Gene_FGRRES_15882	FGRRES_15882		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_579644_579685	Gene_FGRRES_11698	FGRRES_11698		0	1	0	8	3	1	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	500	1	0	538	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_5807223_5808092	Gene_FGRRES_01760	FGRRES_01760		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_5809906_5809977	Gene_FGRRES_01761	FGRRES_01761		1	2	0	10	2	4	0	0	0	0	1	0	0	0	1	0	0	1	4	2	0	500	2	0	106	4	0	494	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_1_581027_581305	Gene_FGRRES_15054_M	FGRRES_15054_M		0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5812311_5812896	Gene_FGRRES_01762	FGRRES_01762		0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_5814456_5814569	Gene_FGRRES_12008	FGRRES_12008		1	1	1	7	0	3	1	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	229	3	0	127	1	0	2	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_581664_581753	Gene_FGRRES_11699	FGRRES_11699		0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5817121_5817207	Gene_FGRRES_01763	FGRRES_01763		0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5819458_5819629	Gene_FGRRES_01764	FGRRES_01764		0	1	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	117	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5822792_5823354	Gene_FGRRES_01765	FGRRES_01765		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5826548_5826670	Gene_FGRRES_01767	FGRRES_01767		0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_582788_582836	Gene_FGRRES_00179	FGRRES_00179		0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	1	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5829478_5833356	Gene_FGRRES_15883_M	FGRRES_15883_M		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5837551_5838339	Gene_FGRRES_01768	FGRRES_01768		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5840481_5841200	Gene_FGRRES_01769	FGRRES_01769		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5864608_5864683	Gene_FGRRES_01780	FGRRES_01780		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_5869822_5870358	Gene_FGRRES_01782	FGRRES_01782		0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_5870834_5871269	Gene_FGRRES_01783	FGRRES_01783		0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5883908_5884440	Gene_FGRRES_01789	FGRRES_01789		0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5886744_5887378	Gene_FGRRES_01790	FGRRES_01790		0	12	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	12	0	282	0	0	0	0	0	0	0	0	0	1	0	282	0	0	0	0	0	0
Exon_1_5900600_5900672	Gene_FGRRES_01794	FGRRES_01794		0	0	0	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500	0	0	0	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5902038_5902593	Gene_FGRRES_01795	FGRRES_01795		0	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	500	3	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5910054_5910202	Gene_FGRRES_01799_M	FGRRES_01799_M		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5917095_5917496	Gene_FGRRES_01800_M	FGRRES_01800_M		0	4	3	1	0	1	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	204	1	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5923030_5924128	Gene_FGRRES_01802	FGRRES_01802		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5927851_5929221	Gene_FGRRES_15001	FGRRES_15001		0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	500	2	0	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5929300_5930997	Gene_FGRRES_01805	FGRRES_01805		0	2	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	3	0	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5933129_5933660	Gene_FGRRES_01806	FGRRES_01806		0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_5934436_5935899	Gene_FGRRES_01807	FGRRES_01807		0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5938993_5939600	Gene_FGRRES_01809	FGRRES_01809		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5940505_5941647	Gene_FGRRES_01810	FGRRES_01810		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5950540_5950576	Gene_FGRRES_01816	FGRRES_01816		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5951508_5952626	Gene_FGRRES_01817	FGRRES_01817		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5954563_5954799	Gene_FGRRES_01818_M	FGRRES_01818_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5956565_5957357	Gene_FGRRES_01819_M	FGRRES_01819_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5966713_5966968	Gene_FGRRES_01822	FGRRES_01822		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5968169_5968567	Gene_FGRRES_15891	FGRRES_15891		0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5970685_5970873	Gene_FGRRES_15892	FGRRES_15892		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5972338_5972478	Gene_FGRRES_15893_M	FGRRES_15893_M		0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_5978198_5981008	Gene_FGRRES_01827	FGRRES_01827		0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	2811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5986807_5986854	Gene_FGRRES_01831	FGRRES_01831		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_5989483_5989841	Gene_FGRRES_01832	FGRRES_01832		0	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	426	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5994443_5996407	Gene_FGRRES_12017	FGRRES_12017		0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_5998600_5998784	Gene_FGRRES_01836	FGRRES_01836		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_601822_603351	Gene_FGRRES_00186	FGRRES_00186		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6033520_6035167	Gene_FGRRES_01842	FGRRES_01842		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_603774_606501	Gene_FGRRES_15702	FGRRES_15702		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6043356_6043440	Gene_FGRRES_01844	FGRRES_01844		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6045516_6048523	Gene_FGRRES_12021	FGRRES_12021		0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6061462_6067842	Gene_FGRRES_01847	FGRRES_01847		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	6381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6076681_6077577	Gene_FGRRES_01849_M	FGRRES_01849_M		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6087938_6089107	Gene_FGRRES_01851	FGRRES_01851		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_609198_609899	Gene_FGRRES_00188	FGRRES_00188		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6142900_6143079	Gene_FGRRES_15899_M	FGRRES_15899_M		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_614314_619269	Gene_FGRRES_11703	FGRRES_11703		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6145586_6146533	Gene_FGRRES_01863	FGRRES_01863		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6150823_6151232	Gene_FGRRES_01865	FGRRES_01865		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6155579_6157429	Gene_FGRRES_01867	FGRRES_01867		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6186064_6186963	Gene_FGRRES_01875	FGRRES_01875		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6187411_6187836	Gene_FGRRES_01876	FGRRES_01876		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6207439_6207462	Gene_FGRRES_01881	FGRRES_01881		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6230537_6231000	Gene_FGRRES_01890	FGRRES_01890		0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_1_6250763_6251174	Gene_FGRRES_01899	FGRRES_01899		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6269820_6270223	Gene_FGRRES_01906	FGRRES_01906		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6275230_6275561	Gene_FGRRES_15905	FGRRES_15905		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6319943_6322107	Gene_FGRRES_01918	FGRRES_01918		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6338044_6338170	Gene_FGRRES_01924_M	FGRRES_01924_M		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6345086_6345382	Gene_FGRRES_01926	FGRRES_01926		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6377523_6377668	Gene_FGRRES_01936	FGRRES_01936		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6391828_6391880	Gene_FGRRES_01940	FGRRES_01940		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6402748_6402775	Gene_FGRRES_01943	FGRRES_01943		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6405444_6405522	Gene_FGRRES_01944	FGRRES_01944		0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_6414598_6414916	Gene_FGRRES_01946	FGRRES_01946		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_642128_643888	Gene_FGRRES_00198	FGRRES_00198		0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_644538_645164	Gene_FGRRES_00199	FGRRES_00199		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6451629_6451652	Gene_FGRRES_01955	FGRRES_01955		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_645356_646302	Gene_FGRRES_00200	FGRRES_00200		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6466145_6466248	Gene_FGRRES_12038	FGRRES_12038		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_651849_652144	Gene_FGRRES_15703	FGRRES_15703		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_6538567_6538736	Gene_FGRRES_01977	FGRRES_01977		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_655488_655630	Gene_FGRRES_11706	FGRRES_11706		0	1	1	7	5	1	1	0	0	0	0	0	0	0	0	0	0	1	1	5	0	500	2	0	143	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6560842_6561354	Gene_FGRRES_01984	FGRRES_01984		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_656216_656989	Gene_FGRRES_11707	FGRRES_11707		0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6574545_6574694	Gene_FGRRES_01989	FGRRES_01989		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6581499_6581565	Gene_FGRRES_01992	FGRRES_01992		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_6640204_6640365	Gene_FGRRES_02010	FGRRES_02010		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_6673088_6674848	Gene_FGRRES_02020	FGRRES_02020		0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
