# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_disruptive_inframe_insertion+splice_region_variant	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_acceptor_variant+splice_donor_variant+splice_region_variant+splice_region_variant+splice_region_variant+splice_region_variant+intron_variant+intron_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+inframe_deletion+splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_start_lost+inframe_deletion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_1_2599645_2600270	Gene_FGRRES_00801	FGRRES_00801		0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	1	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_260154_261537	Gene_FGRRES_00058	FGRRES_00058		0	3	2	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	21	0	500	5	0	1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2602169_2602182	Gene_FGRRES_00802	FGRRES_00802		0	2	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	2	0	53	0	0	0	0	0	0	2	0	78	0	0	0	1	0	500
Exon_1_2604462_2604964	Gene_FGRRES_15783	FGRRES_15783		0	6	7	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	500	13	0	4024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2610553_2611105	Gene_FGRRES_00804	FGRRES_00804		0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_26109_26441	Gene_FGRRES_11584	FGRRES_11584		1	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	1	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2612385_2613168	Gene_FGRRES_15784	FGRRES_15784		0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2615818_2616753	Gene_FGRRES_00806	FGRRES_00806		0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2622013_2624067	Gene_FGRRES_00807	FGRRES_00807		0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2625596_2626541	Gene_FGRRES_00808	FGRRES_00808		0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	1	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_262721_262889	Gene_FGRRES_00059	FGRRES_00059		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2628136_2628173	Gene_FGRRES_15785	FGRRES_15785		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2634003_2634329	Gene_FGRRES_00811	FGRRES_00811		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2635387_2635977	Gene_FGRRES_00812	FGRRES_00812		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2637698_2637735	Gene_FGRRES_00813	FGRRES_00813		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	288	0	0	0	0	0	0
Exon_1_2640800_2641681	Gene_FGRRES_00814	FGRRES_00814		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2642744_2643014	Gene_FGRRES_00815	FGRRES_00815		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_264309_264541	Gene_FGRRES_00060	FGRRES_00060		0	3	0	15	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	8	0	500	3	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_2643754_2644240	Gene_FGRRES_11828	FGRRES_11828		0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	1	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_2645500_2648478	Gene_FGRRES_11829	FGRRES_11829		0	1	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	500	3	0	2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_265530_265907	Gene_FGRRES_00061	FGRRES_00061		0	1	1	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	3	0	500	2	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	500
Exon_1_2659199_2659748	Gene_FGRRES_00817	FGRRES_00817		0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2671965_2672007	Gene_FGRRES_00821	FGRRES_00821		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_267215_267389	Gene_FGRRES_00062	FGRRES_00062		0	2	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	500	2	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_267811_269496	Gene_FGRRES_00063	FGRRES_00063		0	3	7	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	2	0	500	10	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_1_2680654_2680947	Gene_FGRRES_11830	FGRRES_11830		1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2682509_2682579	Gene_FGRRES_15084	FGRRES_15084		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2690290_2690786	Gene_FGRRES_00824	FGRRES_00824		0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	165	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2693828_2694336	Gene_FGRRES_00825	FGRRES_00825		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2695009_2696133	Gene_FGRRES_00826	FGRRES_00826		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2698898_2699746	Gene_FGRRES_00828	FGRRES_00828		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_2700780_2701214	Gene_FGRRES_00829	FGRRES_00829		0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2707936_2708010	Gene_FGRRES_15085	FGRRES_15085		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_2711939_2713436	Gene_FGRRES_00831	FGRRES_00831		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_271456_272889	Gene_FGRRES_00064_M	FGRRES_00064_M		0	4	2	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1	0	500	6	0	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_2715040_2715465	Gene_FGRRES_00832	FGRRES_00832		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2717150_2717241	Gene_FGRRES_00833	FGRRES_00833		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_27171_30578	Gene_FGRRES_16068	FGRRES_16068		3	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2720095_2721111	Gene_FGRRES_00834	FGRRES_00834		0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_2722004_2722083	Gene_FGRRES_15789	FGRRES_15789		0	2	3	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	500	5	0	122	2	0	52	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_2724750_2727344	Gene_FGRRES_00836	FGRRES_00836		0	2	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	500	2	0	2595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2728556_2729188	Gene_FGRRES_00837	FGRRES_00837		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2729806_2731699	Gene_FGRRES_00838	FGRRES_00838		0	8	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	500	8	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2734663_2735478	Gene_FGRRES_11835	FGRRES_11835		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2736065_2736313	Gene_FGRRES_15790	FGRRES_15790		0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	383	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2739055_2739141	Gene_FGRRES_11837	FGRRES_11837		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_274028_274363	Gene_FGRRES_11668	FGRRES_11668		0	1	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	500	1	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2741272_2741701	Gene_FGRRES_00840	FGRRES_00840		0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	3	0	1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2745023_2746371	Gene_FGRRES_00841	FGRRES_00841		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1349	1	0	524	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_274949_276049	Gene_FGRRES_00065	FGRRES_00065		0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2753545_2753603	Gene_FGRRES_11838_M	FGRRES_11838_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2754761_2754887	Gene_FGRRES_00843	FGRRES_00843		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2758622_2759959	Gene_FGRRES_00844	FGRRES_00844		0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	3	0	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2760805_2761172	Gene_FGRRES_00845	FGRRES_00845		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2764003_2764636	Gene_FGRRES_00846	FGRRES_00846		1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2771558_2771917	Gene_FGRRES_11840	FGRRES_11840		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_2772095_2772190	Gene_FGRRES_00847	FGRRES_00847		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	99	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_277359_277447	Gene_FGRRES_15683	FGRRES_15683		0	1	1	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	500	2	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2774451_2777739	Gene_FGRRES_00848	FGRRES_00848		0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	3	0	3289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2782140_2782475	Gene_FGRRES_00850_M	FGRRES_00850_M		0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	45	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2785213_2786214	Gene_FGRRES_00851	FGRRES_00851		0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_278541_278563	Gene_FGRRES_00066	FGRRES_00066		0	8	3	13	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	6	0	500	11	0	821	3	0	54	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_2789345_2790766	Gene_FGRRES_00852	FGRRES_00852		0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2795017_2796031	Gene_FGRRES_11843	FGRRES_11843		0	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	500	2	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_2797475_2797724	Gene_FGRRES_00855	FGRRES_00855		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2803673_2808142	Gene_FGRRES_00856	FGRRES_00856		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_280368_280557	Gene_FGRRES_00067	FGRRES_00067		0	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	5	0	1373	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_2809569_2810777	Gene_FGRRES_00857	FGRRES_00857		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2818235_2818244	Gene_FGRRES_20020	FGRRES_20020		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_2821318_2822260	Gene_FGRRES_00858	FGRRES_00858		0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2824223_2824432	Gene_FGRRES_11845	FGRRES_11845		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_282487_282517	Gene_FGRRES_00068	FGRRES_00068		0	15	2	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	10	0	500	14	0	1543	4	0	46	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0
Exon_1_2825610_2825740	Gene_FGRRES_11846	FGRRES_11846		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2827723_2827837	Gene_FGRRES_00860	FGRRES_00860		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2829388_2829580	Gene_FGRRES_00861	FGRRES_00861		0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_2831567_2831611	Gene_FGRRES_00862_M	FGRRES_00862_M		0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
