# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_1_11427468_11429057	Gene_FGRRES_10601	FGRRES_10601		0	17	26	8	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	43	0	2166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_1_11431810_11433519	Gene_FGRRES_10602	FGRRES_10602		0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	16	0	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11434365_11434841	Gene_FGRRES_10603	FGRRES_10603		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11435533_11436096	Gene_FGRRES_13795	FGRRES_13795		0	7	3	22	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	2	0	500	10	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	500
Exon_1_11438046_11438200	Gene_FGRRES_10604	FGRRES_10604		0	69	7	40	0	0	21	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	14	21	0	500	75	0	898	5	0	51	0	0	0	0	0	0	1	0	155	0	0	0	14	0	500
Exon_1_11440323_11440590	Gene_FGRRES_10605	FGRRES_10605		0	10	4	22	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	18	0	0	0	12	0	356	4	0	53	0	0	0	0	0	0	2	0	6	0	0	0	18	0	500
Exon_1_11441964_11442813	Gene_FGRRES_10606	FGRRES_10606		0	26	11	22	1	0	4	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	13	4	0	500	36	0	146	5	0	53	0	0	0	0	0	0	1	0	6	0	0	0	13	0	500
Exon_1_11444760_11445618	Gene_FGRRES_10607_M	FGRRES_10607_M		1	6	8	15	0	0	5	0	0	0	1	0	0	0	0	0	5	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	5	5	0	500	14	0	546	5	0	407	0	0	0	0	0	0	1	0	6	0	0	0	5	0	500
Exon_1_11448274_11448394	Gene_FGRRES_10608	FGRRES_10608		0	2	1	6	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	500	3	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11450201_11450484	Gene_FGRRES_10609	FGRRES_10609		0	2	2	7	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	500	4	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11452926_11454191	Gene_FGRRES_17400	FGRRES_17400		0	4	0	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	500	4	0	471	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11455051_11455289	Gene_FGRRES_17401	FGRRES_17401		0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	765	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_11457386_11457558	Gene_FGRRES_10611	FGRRES_10611		0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_1145813_1146050	Gene_FGRRES_00354	FGRRES_00354		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11459812_11460086	Gene_FGRRES_10612	FGRRES_10612		0	2	2	7	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	500	4	0	1075	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_11463714_11463769	Gene_FGRRES_10614	FGRRES_10614		0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	2	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_11466169_11466912	Gene_FGRRES_17402	FGRRES_17402		0	3	5	3	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	500	8	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11469943_11472135	Gene_FGRRES_10616	FGRRES_10616		0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	8	0	2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_11475291_11477436	Gene_FGRRES_10617	FGRRES_10617		0	22	8	18	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	14	4	0	500	30	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	500
Exon_1_11480289_11480339	Gene_FGRRES_10618	FGRRES_10618		0	5	0	22	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	11	6	0	500	3	0	203	5	0	46	0	0	0	0	0	0	2	0	6	0	0	0	11	0	500
Exon_1_11481198_11482758	Gene_FGRRES_10619	FGRRES_10619		0	12	9	10	0	0	3	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	3	0	500	21	0	548	3	0	59	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_11485077_11485151	Gene_FGRRES_15616	FGRRES_15616		0	0	0	13	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	500	0	0	0	4	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11485520_11485583	Gene_FGRRES_20103	FGRRES_20103		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_11486467_11486991	Gene_FGRRES_17403	FGRRES_17403		0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11494204_11494416	Gene_FGRRES_17406	FGRRES_17406		0	13	5	21	0	0	21	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	21	0	500	18	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11495454_11495978	Gene_FGRRES_10625	FGRRES_10625		1	18	21	19	0	0	13	0	0	0	0	0	0	1	0	0	3	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	3	13	0	500	39	0	114	3	0	120	0	0	0	0	0	0	0	0	0	1	0	26	3	0	500
Exon_1_11496840_11496854	Gene_FGRRES_20104	FGRRES_20104		0	0	2	8	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	500	2	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_11497456_11498397	Gene_FGRRES_10626	FGRRES_10626		0	2	2	23	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	18	0	500	4	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_11499815_11499835	Gene_FGRRES_17407	FGRRES_17407		0	62	8	40	0	0	13	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	59	17	13	0	500	67	0	43	10	0	52	0	0	0	0	0	0	3	0	6	0	0	0	17	0	500
Exon_1_11503199_11503926	Gene_FGRRES_17408	FGRRES_17408		0	23	12	10	0	0	1	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	7	1	0	500	35	0	245	2	0	53	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_11509484_11511961	Gene_FGRRES_13798_M	FGRRES_13798_M		0	25	22	9	0	0	9	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	9	0	500	47	0	2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11513040_11513504	Gene_FGRRES_10629	FGRRES_10629		1	31	7	15	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	3	0	0	0	0	1	0	0	0	0	28	12	1	0	500	36	0	714	2	0	57	0	0	0	0	0	0	3	0	6	0	0	0	12	0	500
Exon_1_11514961_11515286	Gene_FGRRES_17410_M	FGRRES_17410_M		0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	500	2	0	386	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11518379_11518927	Gene_FGRRES_10631	FGRRES_10631		0	7	3	5	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	3	0	500	10	0	495	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11521097_11521594	Gene_FGRRES_17411_M	FGRRES_17411_M		1	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	9	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11527302_11527304	Gene_FGRRES_17412_M	FGRRES_17412_M		0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	233	2	0	65	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_11533951_11534251	Gene_FGRRES_10634	FGRRES_10634		0	14	3	18	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	17	0	183	6	0	63	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_1_11535916_11536005	Gene_FGRRES_17413	FGRRES_17413		0	0	3	15	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	500	3	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_1_11538098_11538188	Gene_FGRRES_10636	FGRRES_10636		0	5	30	17	0	0	14	0	0	0	0	0	0	0	0	0	2	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	14	0	500	35	0	85	2	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11538917_11540293	Gene_FGRRES_13799	FGRRES_13799		0	19	7	47	0	0	26	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	21	26	0	500	26	0	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	500
Exon_1_11540475_11541032	Gene_FGRRES_13800	FGRRES_13800		0	23	12	29	0	0	13	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13	13	0	500	35	0	296	3	0	62	0	0	0	0	0	0	0	0	0	0	0	0	13	0	500
Exon_1_11541964_11542266	Gene_FGRRES_10638	FGRRES_10638		0	1	1	19	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	7	0	500	2	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_1_11543672_11543816	Gene_FGRRES_10639	FGRRES_10639		1	14	11	13	0	0	3	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	13	5	3	0	500	25	0	448	5	0	53	0	0	0	0	0	0	1	0	6	0	0	0	5	0	500
Exon_1_11546271_11547346	Gene_FGRRES_17414	FGRRES_17414		0	7	5	15	0	0	10	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	10	0	500	12	0	208	1	0	62	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_115477_117330	Gene_FGRRES_15678_M	FGRRES_15678_M		0	27	7	8	0	0	4	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	2	4	0	500	33	0	513	2	0	53	0	0	0	0	0	0	1	0	6	0	0	0	2	0	500
Exon_1_11548079_11548100	Gene_FGRRES_17415	FGRRES_17415		0	5	3	34	0	0	28	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	28	0	500	7	0	208	2	0	56	0	0	0	0	0	0	1	0	208	0	0	0	4	0	500
Exon_1_11549638_11549811	Gene_FGRRES_10642	FGRRES_10642		0	0	2	34	0	0	32	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	0	500	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_11550608_11550769	Gene_FGRRES_17416	FGRRES_17416		0	3	4	25	0	0	20	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	20	0	500	7	0	279	3	0	78	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_11552926_11553093	Gene_FGRRES_20105	FGRRES_20105		1	1	1	16	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	12	0	500	2	0	63	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_1_11553217_11553403	Gene_FGRRES_10644	FGRRES_10644		0	0	3	8	0	0	4	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	500	3	0	84	1	0	61	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11554183_11554638	Gene_FGRRES_13801_M	FGRRES_13801_M		0	3	7	24	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	4	0	500	10	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	500
Exon_1_11557332_11557346	Gene_FGRRES_17417	FGRRES_17417		0	26	2	20	0	0	15	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4	15	0	500	28	0	1502	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_11560345_11560905	Gene_FGRRES_10646	FGRRES_10646		0	7	1	9	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	3	0	500	8	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_1_11562482_11563222	Gene_FGRRES_10647	FGRRES_10647		0	4	1	10	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	500	5	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_1_11563569_11566793	Gene_FGRRES_17418	FGRRES_17418		1	42	24	7	0	0	5	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42	2	5	0	500	67	0	3225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_11567616_11567700	Gene_FGRRES_17419	FGRRES_17419		0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11568662_11570845	Gene_FGRRES_17420	FGRRES_17420		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11572320_11573603	Gene_FGRRES_10651	FGRRES_10651		0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	1	0	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11574063_11575076	Gene_FGRRES_17421	FGRRES_17421		0	0	2	4	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	500	2	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11576246_11576981	Gene_FGRRES_17422	FGRRES_17422		0	3	1	5	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	500	4	0	148	2	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11577517_11577653	Gene_FGRRES_17423	FGRRES_17423		0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11580474_11582414	Gene_FGRRES_10655	FGRRES_10655		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11584563_11585849	Gene_FGRRES_17424	FGRRES_17424		0	4	2	4	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	500	6	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11586533_11587414	Gene_FGRRES_17425	FGRRES_17425		0	2	0	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	0	500	2	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_11588111_11588519	Gene_FGRRES_17426	FGRRES_17426		1	35	23	28	0	1	23	1	0	0	0	0	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	23	0	500	59	0	57	2	0	49	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11590569_11590904	Gene_FGRRES_17427	FGRRES_17427		0	0	0	30	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11591547_11592662	Gene_FGRRES_10659	FGRRES_10659		0	24	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	0	0	0	29	0	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_11593549_11595012	Gene_FGRRES_10660	FGRRES_10660		0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	500	5	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_1_11595085_11595982	Gene_FGRRES_10661	FGRRES_10661		0	4	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	500	4	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11597528_11599342	Gene_FGRRES_13805	FGRRES_13805		0	13	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	24	0	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11599596_11600076	Gene_FGRRES_13806	FGRRES_13806		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_1_11601348_11601653	Gene_FGRRES_10663	FGRRES_10663		0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11602220_11603563	Gene_FGRRES_10664	FGRRES_10664		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11604729_11606063	Gene_FGRRES_10665	FGRRES_10665		0	5	13	13	0	0	10	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	10	0	500	18	0	1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11606361_11607101	Gene_FGRRES_10666	FGRRES_10666		0	6	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	5	0	500	6	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11607671_11607871	Gene_FGRRES_17428	FGRRES_17428		0	3	4	16	0	0	3	0	0	0	0	0	0	1	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	500	7	0	1492	10	0	626	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11610427_11611690	Gene_FGRRES_10668	FGRRES_10668		0	5	9	4	0	0	3	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	0	500	13	0	177	1	0	53	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_11613019_11613911	Gene_FGRRES_10669	FGRRES_10669		0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	688	1	0	57	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_1_11615945_11616289	Gene_FGRRES_10670	FGRRES_10670		0	3	2	4	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	500	5	0	180	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_1_11616905_11618053	Gene_FGRRES_17429	FGRRES_17429		1	16	3	20	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	0	0	0	20	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	500
Exon_1_11618529_11619097	Gene_FGRRES_10672	FGRRES_10672		0	9	1	25	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21	4	0	500	10	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	500
Exon_1_11620074_11621429	Gene_FGRRES_10673	FGRRES_10673		0	2	3	12	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	0	500	5	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_1_11622489_11623949	Gene_FGRRES_17430	FGRRES_17430		0	6	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0	500	7	0	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_1_11624289_11624506	Gene_FGRRES_10675	FGRRES_10675		0	1	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	500	1	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_1_11625938_11627130	Gene_FGRRES_10676	FGRRES_10676		1	15	12	9	0	0	2	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	7	2	0	500	27	0	1712	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	7	0	500
