Query	Hit	Description	E-value
FGRRES_05852	FGSG_05852		0.0
FGRRES_05863	FGSG_05863		2e-158
FGRRES_05876	FGSG_05876		7e-103
FGRRES_05877_M	FGSG_05877		8e-153
FGRRES_05878	FGSG_05878		0.0
FGRRES_05881	FGSG_05881		6e-85
FGRRES_05898	FGSG_02980		1e-58
FGRRES_05913	FGSG_05913		5e-94
FGRRES_05934	FGSG_05934		2e-160
FGRRES_05936	FGSG_05936		2e-136
FGRRES_05941	FGSG_05941		0.0
FGRRES_05946	FGSG_05946		0.0
FGRRES_05947	FGSG_05947		0.0
FGRRES_05961	FGSG_05961		0.0
FGRRES_05976	FGSG_05976		7e-120
FGRRES_05991	FGSG_05991		3e-105
FGRRES_06036	FGSG_06036		0.0
FGRRES_06038	FGSG_06038		0.0
FGRRES_06050_M	FGSG_06050		2e-127
FGRRES_06054	FGSG_08069		5e-75
FGRRES_06062	FGSG_06062		2e-126
FGRRES_06076	FGSG_06076		0.0
FGRRES_06077	FGSG_06077		0.0
FGRRES_06079	FGSG_06079		2e-162
FGRRES_06106	FGSG_06106		0.0
FGRRES_06131	FGSG_06131		0.0
FGRRES_06132	FGSG_06132		0.0
FGRRES_06134	FGSG_06134		9e-164
FGRRES_06135	FGSG_06135		3e-95
FGRRES_06136	FGSG_06136		0.0
FGRRES_06140	FGSG_06140		1e-75
FGRRES_06144_M	FGSG_06144		4e-151
FGRRES_06148	FGSG_06148		6e-135
FGRRES_06155_M	FGSG_06155		2e-112
FGRRES_06170	FGSG_06170		0.0
FGRRES_06187	FGSG_06187		2e-99
FGRRES_06192	FGSG_06192		0.0
FGRRES_06213	FGSG_06213		2e-129
FGRRES_06223	FGSG_06223		0.0
FGRRES_06247	FGSG_06247		0.0
FGRRES_06259_M	FGSG_06259		0.0
FGRRES_06293	FGSG_06293		4e-152
FGRRES_06310	FGSG_06310		0.0
FGRRES_06323	FGSG_06323		0.0
FGRRES_06357	FGSG_06357		3e-105
FGRRES_06360	FGSG_06360		3e-57
FGRRES_06367	FGSG_06367		0.0
FGRRES_06380_M	FGSG_06380		0.0
FGRRES_06396	FGSG_06396		0.0
FGRRES_06398	FGSG_06398		0.0
FGRRES_06399	FGSG_06399		2e-164
FGRRES_06431	FGSG_06431		0.0
FGRRES_06432_M	FGSG_06432		0.0
FGRRES_06448_M	FGSG_02277		1e-77
FGRRES_06471	FGSG_06471		0.0
FGRRES_06475_M	FGSG_06475		5e-116
FGRRES_06476	FGSG_06476		5e-112
FGRRES_06479	FGSG_06479		0.0
FGRRES_06485	FGSG_06485		1e-157
FGRRES_06487	FGSG_06487		6e-98
FGRRES_06488	FGSG_06488		2e-96
FGRRES_06489_M	FGSG_14023		4e-163
FGRRES_06491	FGSG_06491		7e-123
FGRRES_06514	FGSG_06514		0.0
FGRRES_06519	FGSG_06519		0.0
FGRRES_06520	FGSG_06520		0.0
FGRRES_06546_M	FGSG_06546		7e-108
FGRRES_06584	FGSG_06584		0.0
FGRRES_06594	FGSG_02389		3e-63
FGRRES_06601_M	FGSG_06601		3e-141
FGRRES_06602	FGSG_06602		0.0
FGRRES_06608	FGSG_06608		6e-73
FGRRES_06617_M	FGSG_06617		0.0
FGRRES_06622	FGSG_06622		0.0
FGRRES_06625	FGSG_06625		0.0
FGRRES_06629	FGSG_06629		4e-148
FGRRES_06632	FGSG_06632		0.0
FGRRES_06638	FGSG_06638		0.0
FGRRES_06650	FGSG_06650		1e-103
FGRRES_06665	FGSG_06665		3e-120
FGRRES_06676	FGSG_06676		0.0
FGRRES_06698	FGSG_06698		7e-140
FGRRES_06712	FGSG_06712		4e-101
FGRRES_06734	FGSG_06734		3e-69
FGRRES_06780	FGSG_06780		1e-123
FGRRES_06782	FGSG_06782		2e-83
FGRRES_06783	FGSG_06783		9e-93
FGRRES_06796_M	FGSG_06796		1e-145
FGRRES_06824	FGSG_06824		0.0
FGRRES_06829	FGSG_06829		2e-69
FGRRES_06872	FGSG_06872		0.0
FGRRES_06899_M	FGSG_06899		9e-57
FGRRES_06913	FGSG_06913		1e-88
FGRRES_06976	FGSG_06976		4e-109
FGRRES_06980	FGSG_06980		1e-83
FGRRES_06983_M	FGSG_06983		0.0
FGRRES_06994	FGSG_06994		0.0
FGRRES_07036_M	FGSG_02080		8e-55
FGRRES_07056_M	FGSG_07056		1e-134
FGRRES_07061	FGSG_07061		0.0
FGRRES_07117	FGSG_07117		7e-71
FGRRES_07156	FGSG_07156		0.0
FGRRES_07187_M	FGSG_07187		0.0
FGRRES_07221	FGSG_07221		5e-90
FGRRES_07230	FGSG_07230		0.0
FGRRES_07236	FGSG_07236		1e-82
FGRRES_07242	FGSG_07242		4e-95
FGRRES_07297_M	FGSG_07297		7e-70
FGRRES_07340	FGSG_07340		1e-132
FGRRES_07348	FGSG_07348		0.0
FGRRES_07352_M	FGSG_07352		6e-166
FGRRES_07353_M	FGSG_07353		0.0
FGRRES_07358	FGSG_07358		0.0
FGRRES_07367	FGSG_07367		0.0
FGRRES_07370	FGSG_13621	FGRRES_17252_M	4e-94
FGRRES_07386	FGSG_07386		3e-102
FGRRES_07403	FGSG_07403		1e-129
FGRRES_07424	FGSG_07424		0.0
FGRRES_07435	FGSG_07435		0.0
FGRRES_07463	FGSG_07463		2e-112
FGRRES_07490	FGSG_07490		1e-81
FGRRES_07507_M	FGSG_07507		0.0
FGRRES_07511	FGSG_07511		0.0
FGRRES_07522	FGSG_07522		0.0
FGRRES_07533	FGSG_07533		3e-121
FGRRES_07535	FGSG_07535		0.0
FGRRES_07545	FGSG_07545		0.0
FGRRES_07568	FGSG_07568		0.0
FGRRES_07569	FGSG_06429		2e-57
FGRRES_07572	FGSG_07572		6e-96
FGRRES_07574_M	FGSG_00003		1e-112
FGRRES_07579	FGSG_07579		2e-112
FGRRES_07581	FGSG_07581		3e-124
FGRRES_07584	FGSG_02080		3e-86
FGRRES_07589	FGSG_07589		0.0
FGRRES_07605	FGSG_07605		2e-82
FGRRES_07613	FGSG_07613		0.0
FGRRES_07629	FGSG_07629		0.0
FGRRES_07633	FGSG_02389		2e-59
FGRRES_07644	FGSG_07644		6e-168
FGRRES_07645	FGSG_07645		1e-136
FGRRES_07649_M	FGSG_07649		0.0
FGRRES_07651	FGSG_07651		0.0
FGRRES_07652	FGSG_07652		8e-101
FGRRES_07656	FGSG_07656		2e-79
FGRRES_07658	FGSG_07658		4e-138
FGRRES_07667	FGSG_07667		0.0
FGRRES_07670	FGSG_07670		0.0
FGRRES_07680	FGSG_07680		1e-134
FGRRES_07684_M	FGSG_07684		2e-164
FGRRES_07686_M	FGSG_07686		1e-120
FGRRES_07687	FGSG_11297		3e-67
FGRRES_07688	FGSG_07688		0.0
FGRRES_07696	FGSG_07696		0.0
FGRRES_07709_M	FGSG_07709		0.0
FGRRES_07711	FGSG_07711		6e-167
FGRRES_07723	FGSG_07723		0.0
FGRRES_07728	FGSG_07728		2e-157
FGRRES_07731_M	FGSG_07731		6e-70
FGRRES_07737	FGSG_07737		0.0
FGRRES_07739_M	FGSG_07739		0.0
FGRRES_07743	FGSG_07743		1e-94
FGRRES_07750_M	FGSG_07750		8e-123
FGRRES_07759_M	FGSG_07759		2e-88
FGRRES_07760	FGSG_07760		1e-109
FGRRES_07761_M	FGSG_07761		2e-154
FGRRES_07762	FGSG_07762		1e-151
FGRRES_07763	FGSG_07763		2e-98
FGRRES_07766	FGSG_07766		0.0
FGRRES_07769	FGSG_07769		5e-173
FGRRES_07788	FGSG_07788		3e-147
FGRRES_07789	FGSG_07789		0.0
FGRRES_07790	FGSG_07790		0.0
FGRRES_07802	FGSG_02080		4e-65
FGRRES_07812_M	FGSG_07812		0.0
FGRRES_07819	FGSG_07819		1e-113
FGRRES_07830	FGSG_07830		2e-137
FGRRES_07834	FGSG_07834		0.0
FGRRES_07843	FGSG_07843		0.0
FGRRES_07844	FGSG_07844		5e-109
FGRRES_07846	FGSG_07846		0.0
FGRRES_07847	FGSG_07847		0.0
FGRRES_07859_M	FGSG_07859		0.0
FGRRES_07871	FGSG_07871		5e-179
FGRRES_07879_M	FGSG_07879		9e-116
FGRRES_07899	FGSG_07899		2e-161
FGRRES_07905	FGSG_07905		0.0
FGRRES_07910	FGSG_07910		0.0
FGRRES_07915	FGSG_07915		4e-74
FGRRES_07922_M	FGSG_07922		4e-96
FGRRES_07976	FGSG_07976		7e-101
FGRRES_07979	FGSG_07979		1e-133
FGRRES_07982_M	FGSG_07982		0.0
FGRRES_07984	FGSG_07984		0.0
FGRRES_07987	FGSG_07987		4e-108
FGRRES_07997	FGSG_07997		0.0
FGRRES_08001	FGSG_08001		5e-94
FGRRES_08005_M	FGSG_08005		0.0
FGRRES_08025	FGSG_08025		2e-98
FGRRES_08026	FGSG_08026		0.0
FGRRES_08030	FGSG_08030		7e-71
FGRRES_08032	FGSG_08032		3e-133
FGRRES_08033	FGSG_08033		1e-122
FGRRES_08036	FGSG_08036		5e-165
FGRRES_08041_M	FGSG_08041		0.0
FGRRES_08059	FGSG_08059		4e-130
FGRRES_08069_M	FGSG_08069		0.0
FGRRES_08072	FGSG_08072		7e-146
FGRRES_08073_M	FGSG_08073		0.0
FGRRES_08074_M	FGSG_08074		7e-172
FGRRES_08076	FGSG_08076		9e-145
FGRRES_08087	FGSG_08087		7e-102
FGRRES_08089	FGSG_08089		0.0
FGRRES_08090_M	FGSG_08090		1e-64
FGRRES_08094	FGSG_08094		0.0
FGRRES_08095	FGSG_08095		0.0
FGRRES_08100_M	FGSG_08100		1e-112
FGRRES_08105	FGSG_08105		0.0
FGRRES_08114_M	FGSG_12363		1e-56
FGRRES_08118	FGSG_08118		7e-156
FGRRES_08142	FGSG_08142		1e-125
FGRRES_08148	FGSG_08148		0.0
FGRRES_08152	FGSG_08152		4e-99
FGRRES_08154	FGSG_08154		1e-118
FGRRES_08159	FGSG_08159		5e-174
FGRRES_08164	FGSG_08164		2e-106
FGRRES_08167	FGSG_08167		2e-92
FGRRES_08175	FGSG_08175		0.0
FGRRES_08176	FGSG_08176		1e-85
FGRRES_08180	FGSG_08180		2e-93
FGRRES_08182	FGSG_08182		0.0
FGRRES_08199	FGSG_08199		0.0
FGRRES_08201	FGSG_08201		0.0
FGRRES_08204	FGSG_08204		0.0
FGRRES_08210	FGSG_08210		3e-112
FGRRES_08211	FGSG_08211		1e-91
FGRRES_08236	FGSG_08236		0.0
FGRRES_08237_M	FGSG_14011		2e-167
FGRRES_08243_M	FGSG_08243		0.0
FGRRES_08244	FGSG_08244		1e-146
FGRRES_08245	FGSG_08245		0.0
FGRRES_08246_M	FGSG_08246		0.0
FGRRES_08251	FGSG_08251		7e-123
FGRRES_08258	FGSG_08258		8e-91
FGRRES_08263	FGSG_08263		0.0
FGRRES_08267	FGSG_08267		2e-82
FGRRES_08268	FGSG_08268		1e-134
FGRRES_08293	FGSG_08293		7e-125
FGRRES_08294	FGSG_08294		2e-126
FGRRES_08301_M	FGSG_08301		5e-133
FGRRES_08304	FGSG_08304		1e-100
FGRRES_08305	FGSG_08305		3e-116
FGRRES_08317_M	FGSG_08317		0.0
FGRRES_08318	FGSG_08318		0.0
FGRRES_08322	FGSG_08322		6e-134
FGRRES_08323	FGSG_08323		6e-118
FGRRES_08324	FGSG_08324		0.0
FGRRES_08330	FGSG_08330		0.0
FGRRES_08331	FGSG_08331		0.0
FGRRES_08332	FGSG_08332		0.0
FGRRES_08344	FGSG_08344		7e-98
FGRRES_08353	FGSG_08353		1e-134
FGRRES_08361	FGSG_08361		1e-168
FGRRES_08362	FGSG_08362		0.0
FGRRES_08364	FGSG_08364		6e-146
FGRRES_08368_M	FGSG_08368		0.0
FGRRES_08370	FGSG_08370		8e-87
FGRRES_08374	FGSG_08374		0.0
FGRRES_08379	FGSG_08379		2e-122
FGRRES_08389	FGSG_08389		0.0
FGRRES_08419	FGSG_11297		9e-70
FGRRES_08424_M	FGSG_08424		2e-103
FGRRES_08472	FGSG_08472		2e-106
FGRRES_08482	FGSG_08482		0.0
FGRRES_08483_M	FGSG_08483		6e-102
FGRRES_08484	FGSG_08484		0.0
FGRRES_08512_M	FGSG_08512		1e-93
FGRRES_08547_M	FGSG_08547		1e-100
FGRRES_08584	FGSG_08584		1e-128
FGRRES_08616	FGSG_08616		7e-124
FGRRES_08625	FGSG_08625		2e-75
FGRRES_08632	FGSG_08632		3e-107
FGRRES_08633_M	FGSG_08633		0.0
FGRRES_08681	FGSG_08681		6e-176
FGRRES_08698	FGSG_08698		0.0
FGRRES_08699_M	FGSG_08699		0.0
FGRRES_08705	FGSG_08705		7e-81
FGRRES_08732	FGSG_08732		0.0
FGRRES_08734	FGSG_08734		0.0
FGRRES_08764	FGSG_08764		4e-162
FGRRES_08765	FGSG_08765		1e-82
FGRRES_08782_M	FGSG_08782		6e-83
FGRRES_08787	FGSG_08787		3e-116
FGRRES_08793	FGSG_08793		0.0
FGRRES_08832_M	FGSG_08832		0.0
FGRRES_08833	FGSG_08833		0.0
FGRRES_08835	FGSG_08835		3e-164
FGRRES_08836	FGSG_08836		1e-128
FGRRES_08837	FGSG_08837		5e-125
FGRRES_08838	FGSG_08838		1e-166
FGRRES_08853	FGSG_08853		4e-92
FGRRES_08854	FGSG_08854		9e-130
FGRRES_08855	FGSG_08855		2e-128
FGRRES_08877	FGSG_08877		5e-74
FGRRES_08878	FGSG_08878		2e-126
FGRRES_08882	FGSG_08882		0.0
FGRRES_08894	FGSG_08894		4e-179
FGRRES_08908	FGSG_08908		0.0
FGRRES_08912	FGSG_08912		1e-139
FGRRES_08955_M	FGSG_10632		2e-143
FGRRES_08968	FGSG_08968		0.0
FGRRES_08974	FGSG_08974		2e-73
FGRRES_08990_M	FGSG_08990		2e-140
FGRRES_08991_13495_M	FGSG_13495		1e-62
FGRRES_08999	FGSG_08999		0.0
FGRRES_09000	FGSG_09000		0.0
FGRRES_09007	FGSG_09007		6e-97
FGRRES_09010_M	FGSG_09010		5e-107
FGRRES_09013_M	FGSG_09013		2e-93
FGRRES_09026_M	FGSG_09026		0.0
FGRRES_09071	FGSG_10985		1e-54
FGRRES_09072	FGSG_09072		4e-76
FGRRES_09079_M	FGSG_09079		1e-68
FGRRES_09094	FGSG_09094		3e-124
FGRRES_09100	FGSG_09100		8e-79
FGRRES_09102	FGSG_09102		4e-160
FGRRES_09108	FGSG_09108		6e-83
FGRRES_09118	FGSG_04752		1e-83
FGRRES_09131_M	FGSG_09131		3e-78
FGRRES_09133	FGSG_09133		4e-106
FGRRES_09134	FGSG_09134		0.0
FGRRES_09139_40_17163_M	FGSG_09139		4e-125
FGRRES_09144	FGSG_09144		2e-101
FGRRES_09148	FGSG_09148		0.0
FGRRES_09160	FGSG_09160		0.0
FGRRES_09161	FGSG_09161		0.0
FGRRES_09173	FGSG_09173		0.0
FGRRES_09174	FGSG_09174		0.0
FGRRES_09193	FGSG_09193		0.0
FGRRES_09194_M	FGSG_09194		2e-56
FGRRES_09199	FGSG_09199		0.0
FGRRES_09213_M	FGSG_09213		0.0
FGRRES_09232	FGSG_11239		3e-69
FGRRES_09235	FGSG_09235		3e-72
FGRRES_09236	FGSG_09236		0.0
FGRRES_09247	FGSG_09247		6e-129
FGRRES_09248	FGSG_09248		0.0
FGRRES_09252	FGSG_09252		1e-168
FGRRES_09268	FGSG_09268		0.0
FGRRES_09278	FGSG_09278		9e-106
FGRRES_09315	FGSG_09315		0.0
FGRRES_09328	FGSG_09328		0.0
FGRRES_09334	FGSG_09334		0.0
FGRRES_09356_M	FGSG_09356		0.0
FGRRES_09369	FGSG_09369		0.0
FGRRES_09388_M	FGSG_09388		1e-77
FGRRES_09394	FGSG_09394		0.0
FGRRES_09412	FGSG_06559		8e-75
FGRRES_09416	FGSG_09416		8e-133
FGRRES_09441	FGSG_09441		0.0
FGRRES_09458	FGSG_09458		2e-78
FGRRES_09459	FGSG_09459		3e-178
FGRRES_09467	FGSG_09467		2e-134
FGRRES_09468	FGSG_09468		5e-163
FGRRES_09470	FGSG_09470		0.0
FGRRES_09473	FGSG_09473		0.0
FGRRES_09493	FGSG_09493		8e-78
FGRRES_09501	FGSG_09501		1e-93
FGRRES_09502	FGSG_09502		0.0
FGRRES_09506	FGSG_09506		0.0
FGRRES_09529	FGSG_09529		7e-113
FGRRES_09567	FGSG_09567		0.0
FGRRES_09596	FGSG_09596		6e-92
FGRRES_09597	FGSG_09597		4e-85
FGRRES_09609	FGSG_09609		1e-108
FGRRES_09641	FGSG_09641		1e-110
FGRRES_09674	FGSG_09674		0.0
FGRRES_09679	FGSG_09679		1e-110
FGRRES_09680_M	FGSG_09680		3e-90
FGRRES_09698	FGSG_09698		0.0
FGRRES_09700	FGSG_09700		0.0
FGRRES_09702	FGSG_09702		1e-71
FGRRES_09727	FGSG_09727		1e-52
FGRRES_09777_M	FGSG_09777		2e-92
FGRRES_09813	FGSG_09813		0.0
FGRRES_09841	FGSG_09841		1e-144
FGRRES_09905	FGSG_09905		1e-77
FGRRES_09911	FGSG_09911		7e-158
FGRRES_09922	FGSG_09922		1e-124
FGRRES_09943	FGSG_09943		0.0
FGRRES_09948	FGSG_09948		1e-94
FGRRES_09983	FGSG_09983		3e-118
FGRRES_10045	FGSG_10045		2e-75
FGRRES_10056	FGSG_10056		3e-87
FGRRES_10058	FGSG_10058		4e-72
FGRRES_10073	FGSG_10073		0.0
FGRRES_10079	FGSG_10079		5e-112
FGRRES_10083	FGSG_10083		0.0
FGRRES_10093	FGSG_10093		1e-80
FGRRES_10112	FGSG_10112		3e-89
FGRRES_10128_M	FGSG_10128		3e-138
FGRRES_10135	FGSG_10135		0.0
FGRRES_10165	FGSG_10165		0.0
FGRRES_10171	FGSG_10171		1e-127
FGRRES_10197_M	FGSG_10197		0.0
FGRRES_10208	FGSG_10208		4e-136
FGRRES_10213	FGSG_10213		0.0
FGRRES_10225	FGSG_10225		0.0
FGRRES_10238	FGSG_10238		7e-84
FGRRES_10263	FGSG_10263		0.0
FGRRES_10277_8_M	FGSG_10278		0.0
FGRRES_10279	FGSG_10279		2e-94
FGRRES_10294	FGSG_10294		1e-87
FGRRES_10310	FGSG_02080		2e-55
FGRRES_10314	FGSG_10314		0.0
FGRRES_10349	FGSG_10349		0.0
FGRRES_10357	FGSG_10357		0.0
FGRRES_10371	FGSG_10371		0.0
FGRRES_10393	FGSG_10393		1e-120
FGRRES_10400	FGSG_10400		1e-133
FGRRES_10405_M	FGSG_10405		3e-80
FGRRES_10406	FGSG_10406		5e-86
FGRRES_10407	FGSG_10407		2e-145
FGRRES_10408_M	FGSG_10408		3e-73
FGRRES_10412	FGSG_10412		7e-84
FGRRES_10413	FGSG_10413		6e-89
FGRRES_10415	FGSG_10415		8e-131
FGRRES_10441_M	FGSG_10441		6e-84
FGRRES_10447	FGSG_10447		0.0
FGRRES_10448	FGSG_10448		2e-153
FGRRES_10455	FGSG_10455		0.0
FGRRES_10457_M	FGSG_10457		1e-132
FGRRES_10458	FGSG_10458		0.0
FGRRES_10476	FGSG_10476		4e-73
FGRRES_10477	FGSG_10477		8e-178
FGRRES_10478	FGSG_10478		0.0
FGRRES_10485	FGSG_10485		1e-78
FGRRES_10486	FGSG_10486		3e-149
FGRRES_10487	FGSG_10487		0.0
FGRRES_10489	FGSG_10489		1e-71
FGRRES_10492	FGSG_10492		2e-137
FGRRES_10495	FGSG_10495		0.0
FGRRES_10501	FGSG_10501		3e-104
FGRRES_10504	FGSG_10504		7e-151
FGRRES_10518	FGSG_10518		0.0
FGRRES_10519	FGSG_10519		3e-112
FGRRES_10543	FGSG_10543		4e-174
FGRRES_10546	FGSG_10546		0.0
FGRRES_10550_M	FGSG_10550		0.0
FGRRES_10557_M	FGSG_10557		1e-79
FGRRES_10561	FGSG_06429		6e-62
FGRRES_10567	FGSG_10567		6e-117
FGRRES_10573	FGSG_10573		0.0
FGRRES_10585	FGSG_10585		3e-118
FGRRES_10593	FGSG_10593		1e-136
FGRRES_10594_M	FGSG_10594		1e-98
FGRRES_10598	FGSG_10598		4e-142
FGRRES_10601	FGSG_04859		4e-76
FGRRES_10603	FGSG_10603		1e-116
FGRRES_10607_M	FGSG_10607		0.0
FGRRES_10616	FGSG_04859		5e-76
FGRRES_10618	FGSG_10618		1e-86
FGRRES_10644	FGSG_10644		5e-124
FGRRES_10668	FGSG_10668		0.0
FGRRES_10676	FGSG_10676		0.0
FGRRES_10680	FGSG_08994		3e-103
FGRRES_10689_M	FGSG_10689		4e-95
FGRRES_10690	FGSG_10690		0.0
FGRRES_10692	FGSG_10692		6e-116
FGRRES_10694_M	FGSG_10694		0.0
FGRRES_10697	FGSG_10697		5e-110
FGRRES_10698_M	FGSG_10698		1e-72
FGRRES_10709	FGSG_10709		0.0
FGRRES_10710	FGSG_10710		0.0
FGRRES_10751	FGSG_10751		3e-119
FGRRES_10754	FGSG_10754		0.0
FGRRES_10777	FGSG_10777		4e-107
FGRRES_10783	FGSG_10783		0.0
FGRRES_10784	FGSG_10784		2e-76
FGRRES_10785	FGSG_10785		0.0
FGRRES_10786_M	FGSG_10786		9e-131
FGRRES_10803	FGSG_10803		3e-142
FGRRES_10806	FGSG_10806		5e-85
FGRRES_10810	FGSG_10810		2e-99
FGRRES_10816	FGSG_10816		0.0
FGRRES_10824	FGSG_10824		0.0
FGRRES_10827	FGSG_10827		2e-81
FGRRES_10877	FGSG_10877		5e-93
FGRRES_10898	FGSG_10898		1e-131
FGRRES_10919	FGSG_02080		3e-59
FGRRES_10922	FGSG_04060		3e-61
FGRRES_10930	FGSG_11665		4e-76
FGRRES_10938	FGSG_02080		5e-61
FGRRES_10953	FGSG_10953		1e-80
FGRRES_10955	FGSG_10955		5e-107
FGRRES_10972	FGSG_10972		0.0
FGRRES_10976	FGSG_10976		9e-76
FGRRES_10985	FGSG_10985		0.0
FGRRES_11000_M	FGSG_11000		1e-101
FGRRES_11005	FGSG_11005		0.0
FGRRES_11009	FGSG_11009		0.0
FGRRES_11013_M	FGSG_11013		9e-76
FGRRES_11014_M	FGSG_11014		4e-111
FGRRES_11015	FGSG_11015		5e-157
FGRRES_11016	FGSG_11016		0.0
FGRRES_11017	FGSG_11297		9e-68
FGRRES_11031	FGSG_11031		9e-165
FGRRES_11033	FGSG_11033		7e-75
FGRRES_11052	FGSG_11052		2e-172
FGRRES_11059	FGSG_11059		1e-137
FGRRES_11063	FGSG_11063		2e-98
FGRRES_11065_M	FGSG_11065		2e-123
FGRRES_11067	FGSG_04859		4e-70
FGRRES_11072	FGSG_11072		0.0
FGRRES_11077	FGSG_11077		5e-148
FGRRES_11079_M	FGSG_02080		2e-51
FGRRES_11085	FGSG_11085		0.0
FGRRES_11086	FGSG_11086		0.0
FGRRES_11103	FGSG_11103		0.0
FGRRES_11116	FGSG_11116		0.0
FGRRES_11121	FGSG_11121		5e-142
FGRRES_11126	FGSG_11126		1e-94
FGRRES_11136	FGSG_11136		0.0
FGRRES_11152_3_M	FGSG_11152		0.0
FGRRES_11153	FGSG_11153		0.0
FGRRES_11154	FGSG_11154		0.0
FGRRES_11156	FGSG_11156		0.0
FGRRES_11158	FGSG_12363		3e-61
FGRRES_11166	FGSG_11166		0.0
FGRRES_11172_M	FGSG_11172		1e-111
FGRRES_11175	FGSG_11175		0.0
FGRRES_11178_M	FGSG_11178		0.0
FGRRES_11200	FGSG_11200		0.0
FGRRES_11204	FGSG_11204		0.0
FGRRES_11210	FGSG_11210		0.0
FGRRES_11225	FGSG_11225		4e-81
FGRRES_11238	FGSG_11238		0.0
FGRRES_11244	FGSG_11244		0.0
FGRRES_11251	FGSG_11251		0.0
FGRRES_11253_M	FGSG_11253		2e-103
FGRRES_11273	FGSG_11273		0.0
FGRRES_11276	FGSG_11276		0.0
FGRRES_11278	FGSG_11278		0.0
FGRRES_11284	FGSG_11284		2e-108
FGRRES_11287	FGSG_04999		8e-109
FGRRES_11297	FGSG_11297		0.0
FGRRES_11308	FGSG_11308		7e-147
FGRRES_11309	FGSG_11309		4e-102
FGRRES_11312_M	FGSG_11312		7e-156
FGRRES_11313	FGSG_11313		0.0
FGRRES_11314	FGSG_11314		0.0
FGRRES_11319	FGSG_11319		5e-120
FGRRES_11323	FGSG_11323		1e-86
FGRRES_11325	FGSG_11325		4e-99
FGRRES_11329_M	FGSG_11329		2e-102
FGRRES_11330	FGSG_11330		0.0
FGRRES_11355	FGSG_11355		0.0
FGRRES_11362	FGSG_11362		0.0
FGRRES_11363	FGSG_11297		6e-75
FGRRES_11371	FGSG_11371		0.0
FGRRES_11373	FGSG_11373		1e-100
FGRRES_11377	FGSG_11377		0.0
FGRRES_11378	FGSG_11378		8e-98
FGRRES_11379	FGSG_11379		0.0
FGRRES_11380_M	FGSG_11380		7e-105
FGRRES_11392	FGSG_11392		0.0
FGRRES_11393	FGSG_11393		8e-125
FGRRES_11412	FGSG_11412		0.0
FGRRES_11415	FGSG_11415		0.0
FGRRES_11418	FGSG_11418		5e-115
FGRRES_11426	FGSG_11426		2e-178
FGRRES_11432	FGSG_11432		3e-83
FGRRES_11433	FGSG_11433		0.0
FGRRES_11435	FGSG_11435		0.0
FGRRES_11436	FGSG_11435		1e-58
FGRRES_11442	FGSG_11442		2e-107
FGRRES_11448	FGSG_11297		1e-83
FGRRES_11463	FGSG_11463		7e-140
FGRRES_11470	FGSG_11470		0.0
FGRRES_11483	FGSG_11483		0.0
FGRRES_11496	FGSG_11496		5e-175
FGRRES_11509	FGSG_11509		0.0
FGRRES_11513_M	FGSG_11513		3e-138
FGRRES_11514_M	FGSG_11514		0.0
FGRRES_11515	FGSG_11515		2e-126
FGRRES_11531_16050_M	FGSG_11531		3e-107
FGRRES_11533	FGSG_11533		1e-118
FGRRES_11539	FGSG_11539		0.0
FGRRES_11540	FGSG_11540		2e-141
FGRRES_11541	FGSG_11541		0.0
FGRRES_11544	FGSG_11544		0.0
FGRRES_11546	FGSG_11546		0.0
FGRRES_11552	FGSG_02080		9e-67
FGRRES_11564	FGSG_11564		1e-98
FGRRES_11580	FGSG_11580		2e-80
FGRRES_11582	FGSG_11582		3e-62
FGRRES_11592_M	FGSG_11592		5e-129
FGRRES_11593	FGSG_11593		5e-169
FGRRES_11601	FGSG_11601		9e-103
FGRRES_11609_M	FGSG_11609		0.0
FGRRES_11610_M	FGSG_11610		0.0
FGRRES_11612	FGSG_11612		2e-103
FGRRES_11635_M	FGSG_11635		0.0
FGRRES_11641	FGSG_11641		6e-169
FGRRES_11642	FGSG_11642		1e-165
FGRRES_11645	FGSG_11645		0.0
FGRRES_11646	FGSG_11646		1e-79
FGRRES_11647	FGSG_11647		5e-82
FGRRES_11649	FGSG_11649		7e-178
FGRRES_11650	FGSG_11650		2e-76
FGRRES_11657	FGSG_11657		0.0
FGRRES_11661	FGSG_11661		5e-145
FGRRES_11665_M	FGSG_11665		0.0
FGRRES_11666	FGSG_11666		3e-85
FGRRES_11667_M	FGSG_11667		0.0
FGRRES_11668	FGSG_11668		3e-125
FGRRES_11669	FGSG_11669		0.0
FGRRES_11674	FGSG_11674		1e-132
FGRRES_11675	FGSG_11675		0.0
FGRRES_11677	FGSG_10575		2e-133
FGRRES_11678	FGSG_11678		5e-123
FGRRES_11682	FGSG_11682		1e-74
FGRRES_11683	FGSG_11683		0.0
FGRRES_11687	FGSG_11687		7e-101
FGRRES_11688	FGSG_11688		0.0
FGRRES_11689	FGSG_11689		0.0
FGRRES_11691	FGSG_11691		8e-82
FGRRES_11693	FGSG_11693		6e-55
FGRRES_11711	FGSG_11711		1e-93
FGRRES_11712	FGSG_11712		2e-85
FGRRES_11715	FGSG_11715		0.0
FGRRES_11717	FGSG_11717		2e-83
FGRRES_11718	FGSG_11718		2e-82
FGRRES_11719	FGSG_11719		2e-167
FGRRES_11728	FGSG_11728		2e-152
FGRRES_11730	FGSG_11730		2e-125
