Query	Hit	Description	E-value
FGRRES_04122_M	2521|PHI:2521|GUS1|Q4WEM7|746128|Aspergillus	fumigatus|Lethal	1e-10
FGRRES_04123	578|PHI:578|NoxR|BAF36501|35717|Epichloe	festucae|Enhanced antagonism	0.0
FGRRES_04130	3629	| Rv0392c | PHI:3629 | P95200 | 1773 | Mycobacterium tuberculosis | unaffected pathogenicity	5e-36
FGRRES_04134	1366|PHI:1366|GzCON7|I1RJV1|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04143	144|PHI:144|CHT42|AAC05829|29875|Trichoderma	virens|Reduced virulence	2e-54
FGRRES_04154_M	2060|PHI:2060|MgLig4|B6ZH51|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	0.0
FGRRES_04159	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	3e-28
FGRRES_04169	1576|PHI:1576|GzOB016|I1RJY5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04170_M	1707|PHI:1707|GzZC022|I1RJY6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04178	2094|PHI:2094|Yvc1|MGG_09828|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Mixed outcome	0.0
FGRRES_04181	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	1e-09
FGRRES_04187	2257|PHI:2257|Pbl1|Q0UHM8|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	9e-127
FGRRES_04188	2731|PHI:2731|VdSge1|G2XD29|27337|Verticillium	dahliae|Loss of pathogenicity	0.0
FGRRES_04201	2044|PHI:2044|MoSOM1|XP_362263|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	7e-09
FGRRES_04203_M	1833|PHI:1833|GzZC148|I1RK16|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04204	3457	| PHO84 | PHI:3457 | J9VMW8 | 5207 | Cryptococcus neoformans | mixed outcome	5e-08
FGRRES_04207	521|PHI:521|CgDN24|AAB92223|5457|Colletotrichum	gloeosporioides|Unaffected pathogenicity	2e-08
FGRRES_04209	1559|PHI:1559|GzNEG001|I1RK21|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04212	2595|PHI:2595|Tc52|D3JLB9|5693|Trypanosoma	cruzi|Unaffected pathogenicity	3e-14
FGRRES_04214	2256|PHI:2256|Xdh1|Q0UA24|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	2e-31
FGRRES_04215	812|PHI:812|MGG_10702|EDJ94108|318829|Magnaporthe	oryzae|Reduced virulence	3e-10
FGRRES_04216	3364	| MMAR_1663 | PHI:3364 | B2HHI1 | 1781 | Mycobacterium marinum | reduced virulence	1e-07
FGRRES_04217	1662|PHI:1662|GzCCHC002|I1REJ1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-39
FGRRES_04220	1293|PHI:1293|GzAPSES001|I1RK32|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04221	1683|PHI:1683|GzRad001|I1RK33|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_04230	2403|PHI:2403|CSN1|A9QUB2|169388|Fusarium	solani|Mixed outcome	3e-125
FGRRES_04232	387|PHI:387|UGD1|AAK95561|5207|Cryptococcus	neoformans|Loss of pathogenicity	4e-157
FGRRES_04236_M	2654|PHI:2654|DUR1,2|Q59VF3|5476|Candida	albicans|Reduced virulence	1e-14
FGRRES_04237	2539|PHI:2539|CDS1|Q4WJ71|746128|Aspergillus	fumigatus|Mixed outcome	0.0
FGRRES_04241	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	1e-45
FGRRES_04243	598|PHI:598|THIOL|ABB55459|5022|Leptosphaeria	maculans|Reduced virulence	2e-87
FGRRES_04245	2098|PHI:2098|Calcium-transporting	ATPase 3|MGG_05078|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	0.0
FGRRES_04247_M	2256|PHI:2256|Xdh1|Q0UA24|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	2e-112
FGRRES_04248_M	2269|PHI:2269|Mdh1|0|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	9e-68
FGRRES_04251	2022|PHI:2022|BUF1|MGG_02252|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	8e-14
FGRRES_04253	1554|PHI:1554|GzMyb018|I1RC64|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-19
FGRRES_04254	1637|PHI:1637|GzWing009|Q4IEV4|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_04255	785|PHI:785|MGG_04128|EDJ99431|318829|Magnaporthe	oryzae|Reduced virulence	0.0
FGRRES_04256_M	3028	| Vatr2 | PHI:3028 | A5CVB7 | 28447 | Clavibacter michiganensis | reduced virulence	7e-25
FGRRES_04258_M	1684|PHI:1684|GzRad002|I1RK66|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-169
FGRRES_04259	3332	| snf7 | PHI:3332 | A0A095CFR8 | 552467 | Cryptococcus gattii | loss of pathogenicity	4e-11
FGRRES_04260	2844|PHI:2844|BRM2|O93802|5599|Alternaria	alternata|Unaffected pathogenicity	1e-18
FGRRES_04270_M	3459	| NTPDase1 | PHI:3459 | Q4QFI1 | 5664 | Leishmania major | mixed outcome	1e-25
FGRRES_04273	1577|PHI:1577|GzOB017|I1RK79|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	6e-109
FGRRES_04284	280|PHI:280|CCN1|AAG36938|5207|Cryptococcus	neoformans|Reduced virulence	4e-10
FGRRES_04287	2624|PHI:2624|aroA|P07637|90371|Salmonella	enterica serovar Typhimurium|Reduced virulence	1e-78
FGRRES_04288	1367|PHI:1367|GzC2H028|I1RK94|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04293	1368|PHI:1368|GzC2H029|I1RK97|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04297	2084|PHI:2084|Moatg18|MGG_03139|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	0.0
FGRRES_04304	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	4e-07
FGRRES_04310	860|PHI:860|MSP1|AAX07670|318829|Magnaporthe	oryzae|Reduced virulence	5e-48
FGRRES_04311	1953|PHI:1953|GzZC268|I1RKB4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04312_M	3411	| bscN | PHI:3411 | O68539 | 518 | Bordetella bronchiseptica | reduced virulence	5e-43
FGRRES_04313	2746|PHI:2746|treZ|Q02LV7|287|Pseudomonas	aeruginosa|Mixed outcome	1e-21
FGRRES_04314	3004|PHI:3004|ClpX|A6QHK8|1280|Staphylococcus	aureus|Reduced virulence	2e-66
FGRRES_04317	26|PHI:26|CaMDR1|CAA37820|5476|Candida	albicans|Reduced virulence	2e-87
FGRRES_04324	1172|PHI:1172|HDF2|I1RKC4|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04326	2546|PHI:2546|BRX1|Q4WKJ9|746128|Aspergillus	fumigatus|Mixed outcome	2e-93
FGRRES_04327	339|PHI:339|CLPT1|CAC41973|290576|Colletotrichum	lindemuthianum|Reduced virulence	2e-54
FGRRES_04333	2321|PHI:2321|SidI|Q4WR83|746128|Aspergillus	fumigatus|Reduced virulence	0.0
FGRRES_04345	697|PHI:697|ugt51E1|AAM81358|5022|Leptosphaeria	maculans|Unaffected pathogenicity	2e-09
FGRRES_04350	1458|PHI:1458|GzAra006|Q4I7F9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-46
FGRRES_04351	2020|PHI:2020|Tup1|XP_759427|5270|Ustilago	maydis|Mixed outcome	2e-12
FGRRES_04352	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	3e-08
FGRRES_04355	2419|PHI:2419|CID1|I1RKF3|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04363	2428|PHI:2428|ypd1|F8UWJ7|5207|Cryptococcus	neoformans|Lethal	2e-26
FGRRES_04368	413|PHI:413|MPD1|AAT84078|13684|Stagonospora	nodorum|Unaffected pathogenicity	2e-06
FGRRES_04369	538|PHI:538|FRT1|AAU87358|40559|Botrytis	cinerea|Unaffected pathogenicity	1e-38
FGRRES_04370	2329|PHI:2329|CTB4|A0ST42|29003|Cercospora	nicotianae|Reduced virulence	1e-104
FGRRES_04374_M	541|PHI:541|LIP1|AAU87359|332648|Botrytis	cinerea|Unaffected pathogenicity	4e-48
FGRRES_04375_M	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-13
FGRRES_04379	1482|PHI:1482|GzHMG014|I1RKH7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04382	1177|PHI:1177|(Sc	Fpk1)|I1RKH9|5518|Gibberella zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04397	697|PHI:697|ugt51E1|AAM81358|5022|Leptosphaeria	maculans|Unaffected pathogenicity	3e-32
FGRRES_04400	270|PHI:270|RHO1|BAA24262|5476|Candida	albicans|Loss of pathogenicity	7e-107
FGRRES_04416	1289|PHI:1289|FGSG_04416|I1RKK5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04418	1267|PHI:1267|FGSG_05586|I1RKK7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04426	1161|PHI:1161|MgMfs1|A4ZGP3|54734|Mycosphaerella	graminicola (related: Zymoseptoria triticii)|Chemistry target	7e-12
FGRRES_04430	2476|PHI:2476|CcpelA|G8AA67|27358|Colletotrichum	coccodes|Mixed outcome	4e-59
FGRRES_04431	1555|PHI:1555|GzMyb019|I1RDG6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-47
FGRRES_04439	1028|PHI:1028|bcpme1|CAC29255|40559|Botrytis	cinerea|Reduced virulence	2e-36
FGRRES_04448	2835|PHI:2835|RED2|C3JXE8|5016|Cochliobolus	heterostrophus|Reduced virulence	8e-06
FGRRES_04454	420|PHI:420|SOD2|AAS19620|292817|Cryptococcus	gattii|Loss of pathogenicity	2e-76
FGRRES_04458	2304|PHI:2304|BCFHG1|CAP74387|40559|Botrytis	cinerea|Unaffected pathogenicity	3e-132
FGRRES_04459	1926|PHI:1926|GzZC241|I1RKP6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04465_M	538|PHI:538|FRT1|AAU87358|40559|Botrytis	cinerea|Unaffected pathogenicity	5e-25
FGRRES_04477	2354|PHI:2354|AMT2|XP_390894|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	5e-08
FGRRES_04479	249|PHI:249|CYP1|AAG13968|318829|Magnaporthe	oryzae|Reduced virulence	9e-12
FGRRES_04480	1868|PHI:1868|GzZC183|I1RKR4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04481	220|PHI:220|MAN1|AAG10203|5207|Cryptococcus	neoformans|Reduced virulence	6e-98
FGRRES_04483	339|PHI:339|CLPT1|CAC41973|290576|Colletotrichum	lindemuthianum|Reduced virulence	5e-09
FGRRES_04484	1175|PHI:1175|(Sc	Srb10)|I1RKR8|5518|Gibberella zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04487	538|PHI:538|FRT1|AAU87358|40559|Botrytis	cinerea|Unaffected pathogenicity	9e-24
FGRRES_04496_M	1701|PHI:1701|GzZC016|I1RKS9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04500	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	1e-07
FGRRES_04502	1974|PHI:1974|GzZC289|I1RQN6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-07
FGRRES_04512	440|PHI:440|PMR1|CAB87245|5476|Candida	albicans|Reduced virulence	5e-96
FGRRES_04516	1455|PHI:1455|GzAra003|I1RKU6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04518	166|PHI:166|CHIP2|AAD53262|5457|Colletotrichum	gloeosporioides|Unaffected pathogenicity	4e-52
FGRRES_04526_M	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-15
FGRRES_04527	901|PHI:901|um01886||5270|Ustilago	maydis|Unaffected pathogenicity	3e-64
FGRRES_04529_M	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	2e-37
FGRRES_04537	2240|PHI:2240|Srt1|Q4PBY9|5270|Ustilago	maydis|reduced virulence	2e-25
FGRRES_04543	174|PHI:174|GNA1|BAA36496|5476|Candida	albicans|Reduced virulence	7e-34
FGRRES_04544_5_M	2240|PHI:2240|Srt1|Q4PBY9|5270|Ustilago	maydis|reduced virulence	5e-50
FGRRES_04546	903|PHI:903|um01888||5270|Ustilago	maydis|Unaffected pathogenicity	1e-137
FGRRES_04554	1578|PHI:1578|GzOB018|I1RKY2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04557_M	1483|PHI:1483|GzHMG015|I1RKY5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-35
FGRRES_04558	673|PHI:673|Can1|AAZ30050|178876|Cryptococcus	neoformans|Unaffected pathogenicity	6e-39
FGRRES_04570	157|PHI:157|TOXF|AAD45321|5017|Cochliobolus	carbonum|Loss of pathogenicity	2e-17
FGRRES_04574	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-08
FGRRES_04579	812|PHI:812|MGG_10702|EDJ94108|318829|Magnaporthe	oryzae|Reduced virulence	2e-64
FGRRES_04580	258|PHI:258|GPABC1|CAC40023|5128|Gibberella	pulicaris|Reduced virulence	0.0
FGRRES_04581	1817|PHI:1817|ZEAR|I1RL07|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-78
FGRRES_04582	2521|PHI:2521|GUS1|Q4WEM7|746128|Aspergillus	fumigatus|Lethal	0.0
FGRRES_04587_M	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	5e-27
FGRRES_04588	101|PHI:101|ALB1|AAC39471|5085|Aspergillus	fumigatus|Reduced virulence	3e-122
FGRRES_04590	4194	| AKT7 | PHI:4194 | V5XZS6 | 5599 | Alternaria alternata | increased virulence (Hypervirulence)	4e-37
FGRRES_04592	59|PHI:59|THR1|BAA18962|5462|Colletotrichum	lagenarium|Reduced virulence	4e-06
FGRRES_04595_M	2376|PHI:2376|DEP2|D2E9W7|29001|Alternaria	brassicicola|Mixed outcome	2e-57
FGRRES_04596	1651|PHI:1651|GzWing023|I1S0U2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-33
FGRRES_04598	286|PHI:286|CLC-A|AAO73005|5207|Cryptococcus	neoformans|Reduced virulence	3e-78
FGRRES_04599	2247|PHI:2247|Sch1|EAT82552|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	7e-50
FGRRES_04605	2022|PHI:2022|BUF1|MGG_02252|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	7e-08
FGRRES_04607	59|PHI:59|THR1|BAA18962|5462|Colletotrichum	lagenarium|Reduced virulence	9e-07
FGRRES_04610	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	9e-31
FGRRES_04618_M	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	5e-20
FGRRES_04621	2227|PHI:2227|pao|D4III8|5270|Ustilago	maydis|Mixed outcome	7e-12
FGRRES_04626	1445|PHI:1445|GzGATA003|I1RL45|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-143
FGRRES_04627	4200	| gacS | PHI:4200 | W0WL00 | 287 | Pseudomonas aeruginosa | increased virulence (Hypervirulence)	2e-22
FGRRES_04628_M	2199|PHI:2199|MoRgs8|XP_001405673|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	0.0
FGRRES_04636	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	2e-52
FGRRES_04643	1815|PHI:1815|GzZC130|I1RL60|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04647	256|PHI:256|GAS1|AAK52794|318829|Magnaporthe	oryzae|Reduced virulence	3e-88
FGRRES_04658_M	1662|PHI:1662|GzCCHC002|I1REJ1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-34
FGRRES_04666	1700|PHI:1700|GzZC015|I1RL82|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04671_M	1863|PHI:1863|GzZC178|I1RL85|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04673	3126	| argD | PHI:3126 | D4I307 | 552 | Erwinia amylovora | mixed outcome	2e-19
FGRRES_04676	538|PHI:538|FRT1|AAU87358|40559|Botrytis	cinerea|Unaffected pathogenicity	2e-30
FGRRES_04681_M	1581|PHI:1581|GzOB021|I1RPX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-70
FGRRES_04683	1862|PHI:1862|GzZC177|I1RL97|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04686	419|PHI:419|CSH1|AAP93915|5476|Candida	albicans|Reduced virulence	1e-20
FGRRES_04688	2034|PHI:2034|MFP1|G4MZY1|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	1e-31
FGRRES_04689	181|PHI:181|PGX1|AAK81847|5507|Fusarium	oxysporum|Unaffected pathogenicity	8e-07
FGRRES_04693	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	3e-17
FGRRES_04694	55|PHI:55|PKS1|AAB08104|5016|Cochliobolus	heterostrophus|Reduced virulence	0.0
FGRRES_04700	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	6e-67
FGRRES_04701_M	1992|PHI:1992|GzZC307|I1R983|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-21
FGRRES_04703	2256|PHI:2256|Xdh1|Q0UA24|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	1e-26
FGRRES_04708	3126	| argD | PHI:3126 | D4I307 | 552 | Erwinia amylovora | mixed outcome	5e-25
FGRRES_04709	26|PHI:26|CaMDR1|CAA37820|5476|Candida	albicans|Reduced virulence	3e-41
FGRRES_04710	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	2e-24
FGRRES_04717	3037	| FgERG5A | PHI:3037 | I1RE80 | 5518 | Fusarium graminearum | reduced virulence	8e-09
FGRRES_04719	1047|PHI:1047|CTB6|ABK64183|29003|Cercospora	nicotianae|Reduced virulence	1e-18
FGRRES_04720	1051|PHI:1051|CTB3|ABC79591|29003|Cercospora	nicotianae|Reduced virulence	3e-24
FGRRES_04722	413|PHI:413|MPD1|AAT84078|13684|Stagonospora	nodorum|Unaffected pathogenicity	2e-26
FGRRES_04723	1662|PHI:1662|GzCCHC002|I1REJ1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	6e-56
FGRRES_04731	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	6e-26
FGRRES_04732	1046|PHI:1046|CTB5|ABK64182|29003|Cercospora	nicotianae|Reduced virulence	5e-49
FGRRES_04733	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	2e-10
FGRRES_04736	3225	| Ndo1 | PHI:3225 | T2C913 | 36651 | Penicillium digitatum | unaffected pathogenicity	1e-102
FGRRES_04747	1980|PHI:1980|GzZC295|I1RLF1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04749	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	8e-17
FGRRES_04752_M	144|PHI:144|CHT42|AAC05829|29875|Trichoderma	virens|Reduced virulence	2e-12
FGRRES_04756_M	2322|PHI:2322|SidH|Q4WF54|746128|Aspergillus	fumigatus|Reduced virulence	1e-06
FGRRES_04757	2247|PHI:2247|Sch1|EAT82552|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	4e-06
FGRRES_04758	68|PHI:68|SAP1|AAA34368|5476|Candida	albicans|Reduced virulence	2e-23
FGRRES_04763	1613|PHI:1613|GzP53L006|I1S2J0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-29
FGRRES_04773	1581|PHI:1581|GzOB021|I1RPX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-67
FGRRES_04774	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	2e-07
FGRRES_04776	413|PHI:413|MPD1|AAT84078|13684|Stagonospora	nodorum|Unaffected pathogenicity	9e-30
FGRRES_04780	4211	| FRE3 | PHI:4211 | J9VNH2 | 5207 | Cryptococcus neoformans | effector (plant avirulence determinant)	1e-21
FGRRES_04782	1716|PHI:1716|GzZC031|I1RLI0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04783	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	5e-40
FGRRES_04786	1979|PHI:1979|GzZC294|I1RLI4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04789_90_M	784|PHI:784|MGG_00056|EDK03390|318829|Magnaporthe	oryzae|Reduced virulence	7e-09
FGRRES_04799	511|PHI:511|CaNAG4|EAK93098|5476|Candida	albicans|Reduced virulence	8e-26
FGRRES_04803	1978|PHI:1978|GzZC293|I1RLK0|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_04804	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	1e-17
FGRRES_04818	2924|PHI:2924|lip1|J9MXG1|59765|Fusarium	oxysporum f. sp. Lycopersici|Unaffected pathogenicity	2e-08
FGRRES_04826	2269|PHI:2269|Mdh1|0|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	7e-131
FGRRES_04827	1662|PHI:1662|GzCCHC002|I1REJ1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-29
FGRRES_04832	3126	| argD | PHI:3126 | D4I307 | 552 | Erwinia amylovora | mixed outcome	7e-47
FGRRES_04837	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	3e-43
FGRRES_04856	2204|PHI:2204|endo-1,4-beta-xylanase	[GH10 family]|MGG_01542|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Reduced virulence	9e-47
FGRRES_04862	1976|PHI:1976|GzZC291|I1RLP8|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_04864	180|PHI:180|PELD|AAC49420|140110|Nectria	haematococca (related: Fusarium solani)|Reduced virulence	1e-135
FGRRES_04872	922|PHI:922|um03615||5270|Ustilago	maydis|Unaffected pathogenicity	2e-13
FGRRES_04873	1856|PHI:1856|GzZC171|I1S377|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-24
FGRRES_04874	2279|PHI:2279|Conserved	hypothetical protein|J9N0G7|5507|Fusarium oxysporum|Unaffected pathogenicity	2e-32
FGRRES_04888_M	1957|PHI:1957|GzZC272|I1RLS0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04889	1369|PHI:1369|GzC2H031|I1RLS1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04890	465|PHI:465|KIN2|AAB63337|5270|Ustilago	maydis|Reduced virulence	9e-60
FGRRES_04892	2034|PHI:2034|MFP1|G4MZY1|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	1e-08
FGRRES_04896_M	2490|PHI:2490|MCA|E9B636|5665|Leishmania	mexicana|Mixed outcome	3e-07
FGRRES_04899	1555|PHI:1555|GzMyb019|I1RDG6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-46
FGRRES_04901	1956|PHI:1956|GzZC271|I1RLT2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04913	24|PHI:24|Avenacinase	gene|AAB09777|29850|Gaeumannomyces graminis|Loss of pathogenicity	3e-46
FGRRES_04914	2545|PHI:2545|TIF35|Q4X1I3|746128|Aspergillus	fumigatus|Mixed outcome	4e-07
FGRRES_04919	2096|PHI:2096|Calcium-transporting	ATPase 3|MGG_02074|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	0.0
FGRRES_04920	2279|PHI:2279|Conserved	hypothetical protein|J9N0G7|5507|Fusarium oxysporum|Unaffected pathogenicity	7e-32
FGRRES_04922_M	2256|PHI:2256|Xdh1|Q0UA24|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	5e-171
FGRRES_04930	2488|PHI:2488|Man1|G4ND25|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	2e-62
FGRRES_04932	1370|PHI:1370|GzC2H032|I1RLW2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_04939	1884|PHI:1884|GzZC199|I1RJ58|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-06
FGRRES_04947	1192|PHI:1192|(Sc	Cak1)|I1RLX6|5518|Gibberella zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_04953	24|PHI:24|Avenacinase	gene|AAB09777|29850|Gaeumannomyces graminis|Loss of pathogenicity	0.0
FGRRES_04957_M	3457	| PHO84 | PHI:3457 | J9VMW8 | 5207 | Cryptococcus neoformans | mixed outcome	5e-17
FGRRES_04969	413|PHI:413|MPD1|AAT84078|13684|Stagonospora	nodorum|Unaffected pathogenicity	2e-25
FGRRES_04976	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	1e-20
